Unnamed: 0,date,from,value,comment
7924,2024-11-12 16:08:02,EQC9CPPsdFAcP1OM734SPNZAG6TGjE_2FB615TZDdyv-uFEp,2.98,2.98 TON Ref#GAYDENJTGY======
7921,2024-11-12 16:08:04,EQDbEoAqneCd2y4u5G4CXeAfxMrCJuDi6gIJeL60h1-VCKz0,2.72,2.72 TON Ref#GAYDENBUGE======
7926,2024-11-12 16:08:04,EQBF6H7McsOcys6SCS6b3SMOQbpXiEbRSvlbgnB97WeMePj0,2.94,2.94 TON Ref#GAYDENJUHE======
7922,2024-11-12 16:08:04,EQDETfSRoISzJHNter2AIEuaoqJcb0D8kfmKvRr8W_QZtEMv,3.38,3.38 TON Ref#GAYDENJVGE======
7920,2024-11-12 16:08:05,EQCI6rqCT4u5wGM2P5nxxifuhT0QvCeQu8aINrMuP72axrPZ,1.63,1.63 TON Ref#GAYDENJXGY======
7919,2024-11-12 16:08:09,EQAV2W_aWvATNBdYaucj4qCNM2ZmSuzY8tHrrvr3I2aqtrso,3.59,3.59 TON Ref#GAYDENJUGM======
7918,2024-11-12 16:08:09,EQAJbSYXS68UkhwKcV7X2WcG-_cu44yPp3v1dI6OzCTRCY-x,3.49,3.49 TON Ref#GAYDENRQGE======
7923,2024-11-12 16:08:13,EQBfj9qJdy-tiiqU7Dd5BQjDF3lLhP60ssgu6ghTgmhoLmEK,2.8,2.8 TON Ref#GAYDENJZGU======
7916,2024-11-12 16:08:13,EQDhkyZA_ySR3g3GM-8R0X1cB-rhh-YEjqXBKLQJQGq7bwrc,1.51,1.51 TON Ref#GAYDENRQG4======
7911,2024-11-12 16:08:18,EQAhD93dlBjko7ZNT0eIkHbZ7ZI3ngPpPhCSUJpO0sAyB3TX,1.93,1.93 TON Ref#GAYDENJYGI======
7913,2024-11-12 16:08:18,EQAN_X8ffOLrk0wd5gqwsFUbSMaLP41TqvrNCFYhAYl3YVGS,2.6,2.6 TON Ref#GAYDENJXGE======
7910,2024-11-12 16:08:18,EQAmZYHtTG6QqVWpLHn8xSwPuG0Duwucyj5esWz-l7r0ufh-,5.0,5 TON Ref#GAYDENJZHA======
7912,2024-11-12 16:08:18,EQARzYytEgBeU75XnrCd-RRS3rlfCu1Vf_yzsAA98HqPatVY,2.1,2.1 TON Ref#GAYDENJZGQ======
7917,2024-11-12 16:08:20,EQBRdUSK9CUwh7BS1eBEg83uB2z_RYKiOuy_m_nie3prn4Bv,1.78,1.78 TON Ref#GAYDENRRGU======
7909,2024-11-12 16:08:25,EQCtr5NI-mqPwtCKiKZt6cPNDBSEWtF1FtuX3FVjLcXDcIcZ,3.25,3.25 TON Ref#GAYDENRWGM======
7908,2024-11-12 16:08:26,EQAQhdFWOTvqRDTjW1mfGFnS0zV0rTDUGI954FTO5SjrKCKX,1.84,1.84 TON Ref#GAYDENRVGA======
7915,2024-11-12 16:08:27,EQBVjgGHIXNkwhPyv_OXC4zM_IdN6N-QB2AKmc-6eKUqrstH,3.87,3.87 TON Ref#GAYDENBYHE======
7914,2024-11-12 16:08:27,EQBvto8jw2Y_xmcDXe4steL6BqneCm-BxOmK9vc4-PRZ3eHU,3.33,3.33 TON Ref#GAYDENRQGM======
7907,2024-11-12 16:08:28,EQC1qg5sVBVCbD017Yh1m79tZvUI4d6NOdJLBOjp0M8sWQ2i,2.35,2.35 TON Ref#GAYDENRYGA======
7906,2024-11-12 16:08:30,EQAsz_u4dLuGe7vRDgBSdPB5HngNFOw-I-ymdCb45lPBk5uE,3.24,3.24 TON Ref#GAYDENRVGI======
7905,2024-11-12 16:08:31,EQC4GsxrOOx0JKlOtinh9Fi40mOScBRdPU6MFSNhtufhWDKK,3.17,3.17 TON Ref#GAYDENRXGU======
7903,2024-11-12 16:08:34,EQA5BpisEAXuMrklCIzyZMGtatGFtIUETd6eKoeFHRLl93jQ,3.24,3.24 TON Ref#GAYDENRTHE======
7902,2024-11-12 16:08:36,EQDluTaP1QMeoG4VgmCmhZ5Zbt0ytTHeIXghKvEzIoBtJDB0,2.37,2.37 TON Ref#GAYDENRYGE======
7899,2024-11-12 16:08:37,EQAPUpwcYdiS5D97I8tjigtqtRSFs3ASl0E-jK-njw6F8lm3,2.16,2.16 TON Ref#GAYDENZQHE======
7901,2024-11-12 16:08:37,EQADv0AqmDJkyjeIF3e0IWLavdvCyFHsfnLtJitYDJal-yLb,1.8,1.8 TON Ref#GAYDENZSGE======
7900,2024-11-12 16:08:37,EQAIuLNg4sBjpDKo72nJieDSqfGALqTIRhv8KsMboEJ9hZRq,2.43,2.43 TON Ref#GAYDENZSGA======
7904,2024-11-12 16:08:41,EQBNXlxlkb658ZKSmXz-SdGPpbe8g5pTWmFZN0SEJ2fUMeuf,3.06,3.06 TON Ref#GAYDENZTG4======
7897,2024-11-12 16:08:44,EQDMWjS5veZstewOoYNWr2Rv-wkn6VA23PzzAhTzrz6tbmcp,3.25,3.25 TON Ref#GAYDENZQGA======
7894,2024-11-12 16:08:48,EQAec_MKAhnGJa92uysws6kEeYJ9ZBUR7xdoHBNv8ZltFuE3,1.79,1.79 TON Ref#GAYDENZUGA======
7893,2024-11-12 16:08:49,EQCn76-QeXX3ofs1IYILpc8dnk2t89LmZutHZ2SBLYgEa7hU,3.61,3.61 TON Ref#GAYDENZWGI======
7891,2024-11-12 16:08:51,EQAmR4e-ePyaDs3JegUBu5939aBYMDLndSGdOk8DzZKGXWuz,3.21,3.21 TON Ref#GAYDENZQGQ======
7898,2024-11-12 16:08:51,EQBbYcIL9hWi_80tmpb02V5WGQxFOFRneVHKOnPIm-_qVjOc,3.47,3.47 TON Ref#GAYDENZVHE======
7892,2024-11-12 16:08:52,EQCzF1WTOknznj2TGvVBsFxD6Nw5oAMdGO9wnEy4ct_PalkJ,2.33,2.33 TON Ref#GAYDENRZGU======
7890,2024-11-12 16:08:53,EQDU0K2sI3qh1OET58_suibC37OnHD-LtziwhMq6ppRztPpF,2.73,2.73 TON Ref#GAYDENZQGI======
7896,2024-11-12 16:08:54,EQBmXyvH0HySbO8eHUVVmdm3G8jpukacdr-NXXvv7Pdn3ilG,3.91,3.91 TON Ref#GAYDENZWGY======
7889,2024-11-12 16:08:58,EQDT4TcLtE8f_xQeVoD1hmdApgTNLaFy_erreZ3U5QMAxw6J,2.17,2.17 TON Ref#GAYDENZVGQ======
7888,2024-11-12 16:09:01,EQDICIAUq8WOwIWo6Te7TM8MbrjrBzc8F2fJZdD0FS_yH1qJ,2.76,2.76 TON Ref#GAYDENZYGU======
7887,2024-11-12 16:09:02,EQCjjBjLP-Qw8YkZGD-ROX_IA6eiVQw7TXVmRSItwageCfzL,4.79,4.79 TON Ref#GAYDEOBQHE======
7886,2024-11-12 16:09:05,EQDvsE7JZtIhsawt5uY8jGEGGHlsYkd9iAvI3-e_uyqklNze,2.31,2.31 TON Ref#GAYDENZZHE======
7885,2024-11-12 16:09:18,EQB9EkHrOSNKkvymsRkpZ0fkwSCo7B4K77wY027QF5vzVbgo,2.78,2.78 TON Ref#GAYDEOBQGQ======
7884,2024-11-12 16:09:18,EQB6qzDRk2aWnF6vXYuHQhtx3DKNHONj8Ya3zIlrR9GY92eU,1.78,1.78 TON Ref#GAYDEOBTGY======
7882,2024-11-12 16:09:19,EQCFl-2R_yPoCv7vpDX5AJHlPu9hCBK8sJIQaVCNW1AIPwR-,2.68,2.68 TON Ref#GAYDEOBVG4======
7881,2024-11-12 16:09:19,EQCQ3i7SiDhqgxhQTT4wMcw1HWGfnEX9j9CyGEX8y8tkQ4xe,3.26,3.26 TON Ref#GAYDEOBSGM======
7883,2024-11-12 16:09:25,EQB4B-xvaCckk-5lrL5iUeqdAGw64eI4ranLtq5ypU5fNsDK,3.94,3.94 TON Ref#GAYDEOBVGY======
7878,2024-11-12 16:09:26,EQDvx4FZ-Ga8F1bQraN62c0grm2BBeH4zz-_ZcrgHf6DAiES,4.7,4.7 TON Ref#GAYDEOBVGE======
7876,2024-11-12 16:09:30,EQDESJRSqG2qidobbTvHkG-Bm0cvvF9bpo4IRi2-ae1Z31KE,4.24,4.24 TON Ref#GAYDEOBXGI======
7875,2024-11-12 16:09:32,EQAsejizMnoPzL0sfCHtb0gfxGFD44dY0NfJO8LZYb038YNT,3.19,3.19 TON Ref#GAYDEOBWGI======
7874,2024-11-12 16:09:36,EQAR37_wHFG2cMuevinXQmaOeNfgI0Y7KlBP5pcsisUw0KXe,4.73,4.73 TON Ref#GAYDEOBYGY======
7871,2024-11-12 16:09:38,EQDcym0-0e5Uqhhx6hSisfCo6SsPClIUojVAkFi0A2YFGKxq,2.16,2.16 TON Ref#GAYDEOJQGI======
7872,2024-11-12 16:09:48,EQBOZZcdlbgU8NuYUjeEiZfwenSk_wx53qEaP3XOU3yQCVyZ,2.44,2.44 TON Ref#GAYDEOJVGU======
7869,2024-11-12 16:09:48,EQADRcQeqkN-cNaYH_msGpjQsE-FKcoNQSVsJxT6-vvt18KI,3.68,3.68 TON Ref#GAYDEOJUG4======
7868,2024-11-12 16:09:48,EQAMv4JN7fs52CdUipV2u9l0ueWFyH4aGRPF7FdacpdgYy7e,3.24,3.24 TON Ref#GAYDEOJRGU======
7865,2024-11-12 16:09:51,EQAARbtWtBSpPz8m0A508Eagh9taRD07PTRtPm1H33Q-hJ0B,2.74,2.74 TON Ref#GAYDEOJWGA======
7866,2024-11-12 16:09:51,EQARJqGrb34Z4ALv53ZJswVuy49n94O9Oz6bMjb1DWrGmPlN,2.96,2.96 TON Ref#GAYDEOJUHA======
7864,2024-11-12 16:09:53,EQCCsVhweAlPjRIOnvbSssTu12PcIq_XCHHctGukf0_TAJho,5.0,5 TON Ref#GAYDEOJUGU======
7862,2024-11-12 16:10:02,EQD2nL-scH_VHhoYC0SDBF6LRhqQsD8hmMEhLeZKDgEnnmdm,3.0,3 TON Ref#GAYDEOJZHE======
7860,2024-11-12 16:10:04,EQDzJysurT-HOMelSlahX3GCG-cETKrzZ3SMhpHIkiU-nYHw,3.45,3.45 TON Ref#GAYDGMBQHE======
7857,2024-11-12 16:10:08,EQCCkvg2Xxleb_S_Mg-W-5b_iXlXGgGD25XRsUOtW09R53wh,2.2,2.2 TON Ref#GAYDGMBQGA======
7861,2024-11-12 16:10:12,EQBMVSxy5mlC0YTgNs0_CnspPJhUNWTnKikzsYp5tMg6XOXc,2.81,2.81 TON Ref#GAYDEOJZGY======
7854,2024-11-12 16:10:12,EQCXIgIfVUxHlEUTVeRYK9A0eQioOmHwil8Mk823Ly4hFd6j,1.32,1.32 TON Ref#GAYDEOJUGM======
7853,2024-11-12 16:10:13,EQDsxzRIl3WLv_1c9zK5R1Gea9T1Ct8DMyZrXiJ8sdXGHBlo,3.03,3.03 TON Ref#GAYDGMBRHE======
7856,2024-11-12 16:10:19,EQBrd2v-aYbTHYg8ufE9x-drLJfnubc3CKBSO3gj1y28QWFa,2.36,2.36 TON Ref#GAYDEOJVGY======
7855,2024-11-12 16:10:19,EQBF0nJnIPRNlEtpLUBcfah2b0I7Xf09sGDk7EDZeafhBL1o,5.0,5 TON Ref#GAYDGMBUGE======
7851,2024-11-12 16:10:21,EQC2vdpCPhNEaptPuBmC9fytGE1VgIvd5ZEaXfW4hfQiQEJ-,3.56,3.56 TON Ref#GAYDGMBVG4======
7850,2024-11-12 16:10:23,EQDj0_wfn7xU6wg9rjSFHaEGxc8d7SB6KjQeXfYxBvaB6WuR,3.02,3.02 TON Ref#GAYDGMBUGY======
7852,2024-11-12 16:10:24,EQBdvss8JSpHZeu7sh0WtFajssLsFJFiAp1QJNmt921qOWzp,3.49,3.49 TON Ref#GAYDGMBVHA======
7845,2024-11-12 16:10:26,EQCyuPdHFj7EDvf4ISY894M0M2skMFAJQ72cyiMuVJ6wuUBJ,3.0,3 TON Ref#GAYDGMBXGI======
7847,2024-11-12 16:10:28,EQDUShAWr0aLDtm4pcR8Nn6mTUcaGsEu3-Q9HmjrDsi_xAZ3,1.85,1.85 TON Ref#GAYDGMBXGY======
7844,2024-11-12 16:10:33,EQA_efXhn3ki3lMVkplmCgfESMa9koKdSeHjA6Gmufq9N5Lz,3.24,3.24 TON Ref#GAYDGMBUGA======
7843,2024-11-12 16:10:33,EQDlraWPbGxzFjC1j1CQv945tcMLJ8wj9B0L-0O-_fjwF7zk,2.08,2.08 TON Ref#GAYDGMBXGU======
7842,2024-11-12 16:10:36,EQAB1qD4ucgksSLf7m6y-LAcMgY3hHssRBSL8wQ261w3Ti1o,3.98,3.98 TON Ref#GAYDGMJRHE======
7836,2024-11-12 16:10:40,EQA9TmpzJxfUIPu0z0WmDUF8cKrk7mMxbC7V2h4PR5pPcz6a,1.93,1.93 TON Ref#GAYDGMBZG4======
7834,2024-11-12 16:10:43,EQAggH-5e97rnOX6qcLDvcoMqQNgsU493KER8H_Ne55J6OC3,2.79,2.79 TON Ref#GAYDGMJRGU======
7835,2024-11-12 16:10:44,EQC7slaCayAB-mI5yg1jJPHkQdMMTRBqKaB5jr2wF1-Q3VIh,3.65,3.65 TON Ref#GAYDGMBVGU======
7838,2024-11-12 16:10:45,EQBHi9Nookzu8tSFIlWkFGyAEIdafPOFbG8_RowYSI8iQZdb,3.92,3.92 TON Ref#GAYDGMJUGY======
7839,2024-11-12 16:10:45,EQBbIhKd4Snlvh0BAKNXADgKVZTXkzlSOrG-gTTn-LPS36tI,2.54,2.54 TON Ref#GAYDGMJRG4======
7840,2024-11-12 16:10:45,EQBXpxIbNLk4kGmsO7Hu3sHXZRFb8P3IUcpa3_rREqdHGTDJ,3.47,3.47 TON Ref#GAYDGMJQHA======
7831,2024-11-12 16:10:46,EQDm7hbfGOjzyHxEY5aKAOUOcPsuDFBgx1g_ZOxb4_QOu0gK,3.24,3.24 TON Ref#GAYDGMJVGQ======
7830,2024-11-12 16:10:50,EQAttwvQ4-IP03gkZuYaLvBlmQN5HLUvjefEWI_Icnrjz8iR,2.16,2.16 TON Ref#GAYDGMJWGE======
7828,2024-11-12 16:10:58,EQCTlx8rXsXct7j_t0d1GDQUJ_TJCvH3SdIAqgQVj6DB5DsE,5.0,5 TON Ref#GAYDGMJYGM======
7827,2024-11-12 16:11:06,EQBdnODieelfGji7N3gRqYkaAd7UJTGEERUccW5zLHxR5R46,3.0,3 TON Ref#GAYDGMRQHA======
7823,2024-11-12 16:11:07,EQDNUcgbT2nvDzBQJP7esiPET6gfszJXQkV1Lev0fypBL4_N,2.22,2.22 TON Ref#GAYDGMRTGE======
7825,2024-11-12 16:11:09,EQB2w7h84p9a9Xpw77IOTcWO5iPu0_QOASMHdHGIUvXGtq-a,1.79,1.79 TON Ref#GAYDGMRTGQ======
7824,2024-11-12 16:11:09,EQBvJ9VUEEIh9JBKiAcJPRR81HkY7eN1IGEDtWcaDPgL5sLw,1.5,1.5 TON Ref#GAYDGMRSGY======
7822,2024-11-12 16:11:10,EQAK9UrY8xSscmVpZ_33qZ0NJNW0gFd7EXLSz-k-XFtEpiWh,2.18,2.18 TON Ref#GAYDGMRRG4======
7819,2024-11-12 16:11:12,EQCFB6rr3iEJLEC649-WCKyXlDSpqV3rPvCwFx-cPLV6ook7,1.99,1.99 TON Ref#GAYDGMRRGE======
7818,2024-11-12 16:11:12,EQC2iRSSxZyZZVuAAZsPvEBTphAo-ppWLm0lQhbHa2UZfjMb,1.71,1.71 TON Ref#GAYDGMRRGA======
7815,2024-11-12 16:11:16,EQArShQ1gt-hJWT81ZI-uAU4AjzEXRfXpTQnA9O9KYzl7kly,5.0,5 TON Ref#GAYDGMRVHA======
7816,2024-11-12 16:11:17,EQCF_Ql0QkS9aBXbxdGIMM_zJClwaX28GZyyZjAshqjF9ujl,3.36,3.36 TON Ref#GAYDGMRTGU======
7813,2024-11-12 16:11:17,EQDdceUhaG9Bpx55u-c0XvGoyBH8hogco7SNP0cUJikvCO3p,1.68,1.68 TON Ref#GAYDGMRTHA======
7821,2024-11-12 16:11:20,EQBOLghnm9Yzo9FCeHh2mdCp_uwqkh8x9Cnw7vVEsNreuVDN,2.79,2.79 TON Ref#GAYDGMRUGI======
7812,2024-11-12 16:11:23,EQCo6i4-XfCKGynpPrdL3YYgVBJzqO_wB3EmZNCz730q_AIM,5.0,5 TON Ref#GAYDGMRZGA======
7817,2024-11-12 16:11:24,EQBydz28R-q0qzF8f7T4StGzdVFwKZ1DUf4pmsK4OrJmk9u0,1.43,1.43 TON Ref#GAYDGMRYGA======
7811,2024-11-12 16:11:26,EQAINeV6wcqU8mVbf6RtTeHBIEmjDBKX_KfALHLSto6Z1tfX,2.66,2.66 TON Ref#GAYDGMRUHE======
7810,2024-11-12 16:11:26,EQAaZyGQQ6d-JvWjrGQTOllrn-OYgj5Oys0bCCJ_1TVqpU93,3.98,3.98 TON Ref#GAYDGMRUGU======
7809,2024-11-12 16:11:28,EQCBA21hsNwoQSeSfsGYSdP24tL_ziFaG5GhSZvxOZVZWBY3,2.36,2.36 TON Ref#GAYDGMZSGI======
7806,2024-11-12 16:11:31,EQC4pna02HIGK2yAo8owJZthY9AR1E87XpGbdTsPnlKLXLDG,3.65,3.65 TON Ref#GAYDGMZQGU======
7808,2024-11-12 16:11:36,EQB5rOsN6cUh9-7dD7jSwFLtyTGjyshfMBtvI9dNAQG5Q8K6,3.24,3.24 TON Ref#GAYDGMRXGM======
7803,2024-11-12 16:11:37,EQDpPoMDQFVZlUKzxq2PdfRN-dbVcVwirTsAm8DWfL5gE2Jy,2.23,2.23 TON Ref#GAYDGMZVGU======
7802,2024-11-12 16:11:39,EQAyqV3pGFwY4cr2jDAmTAv8_0c1TpyHzVYoYxbcRhkNFJ2v,2.28,2.28 TON Ref#GAYDGMZRHE======
7801,2024-11-12 16:11:41,EQC0X3LvawY91QACZvYhj0t7MBRF-I9sedIg1KuSRlzOtTLy,2.94,2.94 TON Ref#GAYDGMZTGM======
7799,2024-11-12 16:11:41,EQDeOzX6qWnp08nyoLVQX1zw7GjBvP0I0AzitUpONyyTtgjh,2.91,2.91 TON Ref#GAYDGMZWGY======
7804,2024-11-12 16:11:42,EQBNKFd-eqiGmcPHTAJvP9qtoG0jY6BPZQ7HGd5k_5dNjLvJ,3.16,3.16 TON Ref#GAYDGMZSHE======
7798,2024-11-12 16:11:42,EQA0ab3CexDKYfBuqzgiHfp02hc6Tllm56Zjd-NRZA6gOef8,3.36,3.36 TON Ref#GAYDGMZSGM======
7797,2024-11-12 16:11:43,EQC1pKSg8AnufL4kRuAdpjpUv4mYjGjMxbSFIvhF4WAVN9wk,2.97,2.97 TON Ref#GAYDEOJZGE======
7795,2024-11-12 16:11:48,EQAJdzVhUKIb5ngSTes2Fyt2U0LhZAr6t70-CWxMaON2sr0w,2.37,2.37 TON Ref#GAYDGMZXGA======
7800,2024-11-12 16:11:49,EQB5fJWEdRbgEU7nt1gK2U0AE3_kWnwL3k2QX8ttyTKUcTU3,2.02,2.02 TON Ref#GAYDGMZYGQ======
7793,2024-11-12 16:11:49,EQDhUvECGrULJDHIFH7srsRMrC1CWJIQlQmk742E-JVPW7Ir,3.28,3.28 TON Ref#GAYDGMZXHE======
7792,2024-11-12 16:11:51,EQAIl1RMvUxoj1f0hujD3vsxwNHJhoewezYcBkFejgp8UV0-,4.13,4.13 TON Ref#GAYDGNBQGU======
7789,2024-11-12 16:11:54,EQA7e87IB-GUQaLGIlfo4e9dZiMPHsGuCB5h-oraj_JalKTr,1.7,1.7 TON Ref#GAYDGNBRHE======
7784,2024-11-12 16:11:57,EQAURA_0V2EAst_Qzl1S1LGoR9Ln-GysleudzP7-43lYYzOm,2.51,2.51 TON Ref#GAYDGMZYHE======
7791,2024-11-12 16:11:59,EQBJtja1IDN8uYcYR_JSeVWaOPTb-Uf6S6Md-aXLBBYaCLdj,4.74,4.74 TON Ref#GAYDGMZXGE======
7788,2024-11-12 16:12:03,EQBwcdaurjQqMrm6WtQob5PDlwFkfypeZUPZEDGjyD8DPrpq,2.8,2.8 TON Ref#GAYDGNBSGY======
7785,2024-11-12 16:12:03,EQBzINWQyFKVyAAB37RK0TLbc683idJLyaZF2-7qyxmI5nP7,2.71,2.71 TON Ref#GAYDGMZZHA======
7780,2024-11-12 16:12:09,EQBmgNkHklxoS8WMjirAAuOkNNBZboTDWrjWORNA1Xv9Ejm0,3.53,3.53 TON Ref#GAYDGNBVGA======
7776,2024-11-12 16:12:11,EQCE3z1np4t6hRzeFtacSmv1udvSI60Ew8DeAKXHf3Lv3BHf,3.46,3.46 TON Ref#GAYDGNBWGQ======
7774,2024-11-12 16:12:12,EQD_TqvCrqmeUYnoV3ZWvezj2ebHJzOsdnfDjYP8l2qu0Hdj,2.66,2.66 TON Ref#GAYDGNBVGU======
7778,2024-11-12 16:12:13,EQBGiVQ-FG5njdjOLlssDjpL_EZuXvT5Rwd_zPy3bUd-Lx_7,1.78,1.78 TON Ref#GAYDGNBWGM======
7773,2024-11-12 16:12:14,EQAPQkeze30j_ZyQBRUh5ZzOT9WZ44OFzmyaakRyCPOmzQIc,3.29,3.29 TON Ref#GAYDGNBXGE======
7772,2024-11-12 16:12:15,EQDKpjYYkm3pza7z9-Au8ncIA9Dpeo1xKUUU_uwT5w9yHmCR,3.79,3.79 TON Ref#GAYDGNBRGU======
7770,2024-11-12 16:12:16,EQCa2sipzp1ogDZv4HGBSSP4_sZ9ljkh2FN1oj23EMWbbNZe,3.33,3.33 TON Ref#GAYDGNBSGA======
7771,2024-11-12 16:12:17,EQAuMpNONvYOtLKyj7YZCUHw8jORiwk4c_gQVNCwek-AULKD,2.49,2.49 TON Ref#GAYDGNBWGU======
7768,2024-11-12 16:12:22,EQDKkZZgasl_Sxv88RSH127FY4AxtmJ7-HhpjTJfB5QQJgXP,2.79,2.79 TON Ref#GAYDGNJQGQ======
