Unnamed: 0,date,from,value,comment
61,2024-11-13 14:54:06,EQD559lC-9xLL6Rx-WI0ejv5cGRH9UiWLlNKhEF_N4eGirDE,1.0,1 TON Ref#GAZTGMBZGE======
62,2024-11-13 14:54:07,EQCoOqQsKfkAT1cCgmcy1fhGnxJzKDHSwgVKFN-pK61FPrLh,1.0,1 TON Ref#GAZTGMBYHE======
63,2024-11-13 14:53:48,EQDiVqiXrq786f3M_Cy-a8H_PDFvjsjm3QKS9wnLF6R4dtTw,1.0,1 TON Ref#GAZTGMBYHA======
64,2024-11-13 14:53:46,EQCjIcPxa0KQCErRd0MKkFP_7Y0iSjObcolD5hCCZe8WD6rE,1.0,1 TON Ref#GAZTGMBYG4======
65,2024-11-13 14:53:33,EQCTgdJL89EAarmrxvwoy-vPqIUUE7tvxYXMG6b94jOxEB5z,1.0,1 TON Ref#GAZTGMBYGY======
66,2024-11-13 14:53:19,EQAqvq8Gqjxb5T21no9y0HPop7Fp3g6hMAR_GPXjoCoNa8Yk,1.0,1 TON Ref#GAZTGMBYGU======
67,2024-11-13 14:53:03,EQDcym0-0e5Uqhhx6hSisfCo6SsPClIUojVAkFi0A2YFGKxq,1.0,1 TON Ref#GAZTGMBYGI======
68,2024-11-13 14:53:06,EQBW_nlr-tv9W1sobo5iViK2tpSv1iF_GsxV0LQYfSJij7-3,1.0,1 TON Ref#GAZTGMBYGQ======
69,2024-11-13 14:52:55,EQAqkbvOaFIwmuBC7RJjntaMw34rQ4foMCuJ33xL8z7wOW9B,3.82,3.82 TON Ref#GAZTGMBYGM======
70,2024-11-13 14:52:48,EQCmd811KOuj2HKaeldPwENLqO4WE1-q5Bl4rAIg6tQk4eQB,1.0,1 TON Ref#GAZTGMBYGE======
71,2024-11-13 14:52:42,EQDQXuIEUcSsfFVKuKYD75G4zmjSLV7s8k2dQEGziTRkFDxQ,1.0,1 TON Ref#GAZTGMBYGA======
72,2024-11-13 14:52:39,EQD559lC-9xLL6Rx-WI0ejv5cGRH9UiWLlNKhEF_N4eGirDE,1.0,1 TON Ref#GAZTGMBXHE======
73,2024-11-13 14:52:06,EQDRulIdVP22OOiSsc7VYqw-nRdB5Daw3j5lTwvyNVNeDtOx,1.0,1 TON Ref#GAZTGMBXGY======
74,2024-11-13 14:51:56,EQDiVqiXrq786f3M_Cy-a8H_PDFvjsjm3QKS9wnLF6R4dtTw,1.0,1 TON Ref#GAZTGMBXGQ======
75,2024-11-13 14:51:38,EQCK6hHYaH57eEqqjCCOyuJbkCs9YCWxE_jmkDcD8Nl9Jwk2,0.43,0.43 TON Ref#GAZTGMBXGE======
76,2024-11-13 14:51:24,EQD559lC-9xLL6Rx-WI0ejv5cGRH9UiWLlNKhEF_N4eGirDE,1.0,1 TON Ref#GAZTGMBXGA======
77,2024-11-13 14:51:06,EQCy5nzEZbOgNnMcqgjD6uCrBo-i6s4UpP-z3ebwjMVKEZPs,1.0,1 TON Ref#GAZTGMBWHE======
78,2024-11-13 14:51:03,EQAPOaozkqt_mKKGvi_v9iucOICCE7EW3e3d9cAQTIQ8PfVr,1.0,1 TON Ref#GAZTGMBWHA======
79,2024-11-13 14:50:53,EQDQXuIEUcSsfFVKuKYD75G4zmjSLV7s8k2dQEGziTRkFDxQ,1.0,1 TON Ref#GAZTGMBWG4======
80,2024-11-13 14:50:30,EQARC7i47EC3y_EjTehpbffHElocnJluff9AFgjU8cV8h-L1,1.0,1 TON Ref#GAZTGMBWGQ======
81,2024-11-13 14:50:21,EQDiVqiXrq786f3M_Cy-a8H_PDFvjsjm3QKS9wnLF6R4dtTw,1.0,1 TON Ref#GAZTGMBWGA======
82,2024-11-13 14:50:23,EQBvdrTc82gZUhjmeM4dsnLVm2OtV4PVxljHGNQnhPF_w8ai,1.0,1 TON Ref#GAZTGMBWGE======
83,2024-11-13 14:49:44,EQD559lC-9xLL6Rx-WI0ejv5cGRH9UiWLlNKhEF_N4eGirDE,1.0,1 TON Ref#GAZTGMBVGI======
84,2024-11-13 14:49:23,EQCs2_ya9GFCTbhA7tNA53g_3erqFtL-_crG3eQvvS07hE3b,1.0,1 TON Ref#GAZTGMBUHE======
85,2024-11-13 14:49:28,EQBqYvg__AiIZphan7ymlfEVhim-uga2tMNqIoPGPS5a699I,1.0,1 TON Ref#GAZTGMBVGA======
86,2024-11-13 14:48:58,EQCy5nzEZbOgNnMcqgjD6uCrBo-i6s4UpP-z3ebwjMVKEZPs,1.0,1 TON Ref#GAZTGMBUG4======
87,2024-11-13 14:48:55,EQCjAIxkdpHRxQpGe77SQyEAcQ90ZbCpzhjHmboRvgRVwjHH,3.31,3.31 TON Ref#GAZTGMBUHA======
88,2024-11-13 14:48:50,EQAWdDeC4wB6AnTf9W8b9vREHFVb38zN9fBq3OGc-UKeU_CD,1.0,1 TON Ref#GAZTGMBUGY======
89,2024-11-13 14:48:38,EQC-TolWFc8W82K8uukk_toYJ4srNDPMavYTZlBtcjXg4g8Z,5.0,5 TON Ref#GAZTGMBUGU======
90,2024-11-13 14:48:31,EQBOPpecjV_AjVFeARQsMv8B1Rnluhcm9Jw4yr9d2hrdnzID,1.0,1 TON Ref#GAZTGMBUGQ======
91,2024-11-13 14:48:12,EQBE7j3FdSfxb98dJcHrKYE0r56V3XT1tU1jYmghu8FkWD8Q,5.0,5 TON Ref#GAZTGMBUGI======
92,2024-11-13 14:47:54,EQD6dwdLVtLN2LS1EF3AcpKY7HBvIEvg-EJawnP8VMhILazS,1.0,1 TON Ref#GAZTGMBUGE======
93,2024-11-13 14:47:25,EQCfbwbe1FCwEGb-5mjCQYvU25b1vRnl1i4fACEUtB9T8Kl8,1.0,1 TON Ref#GAZTGMBTHE======
94,2024-11-13 14:47:22,EQDHGtoOU63xXrLNvvLbESUoFo2hMLSZnrrSRRgHQBICKpoL,1.0,1 TON Ref#GAZTGMBTG4======
95,2024-11-13 14:47:09,EQDxmFBDFEwfRc68Gi2cpTWiSIyvoaq2bOR80wrhHDLUnokH,5.0,5 TON Ref#GAZTGMBTHA======
96,2024-11-13 14:47:01,EQB4buVsvHF5WNFxCw3OiFvO2bZNGSSdodNg2lMMqJmnyyZd,1.0,1 TON Ref#GAZTGMBTGY======
97,2024-11-13 14:46:49,EQAWdDeC4wB6AnTf9W8b9vREHFVb38zN9fBq3OGc-UKeU_CD,1.0,1 TON Ref#GAZTGMBTGQ======
98,2024-11-13 14:46:44,EQC-TolWFc8W82K8uukk_toYJ4srNDPMavYTZlBtcjXg4g8Z,1.0,1 TON Ref#GAZTGMBTGM======
99,2024-11-13 14:46:03,EQCfbwbe1FCwEGb-5mjCQYvU25b1vRnl1i4fACEUtB9T8Kl8,1.0,1 TON Ref#GAZTGMBTGA======
100,2024-11-13 14:45:53,EQD6dwdLVtLN2LS1EF3AcpKY7HBvIEvg-EJawnP8VMhILazS,1.0,1 TON Ref#GAZTGMBSG4======
101,2024-11-13 14:45:48,EQCy5nzEZbOgNnMcqgjD6uCrBo-i6s4UpP-z3ebwjMVKEZPs,1.0,1 TON Ref#GAZTGMBSGY======
102,2024-11-13 14:45:44,EQDUAuZJGhgtAidUu5ILbD3edWLyWIkdOFYw9fDg6vmvyIYZ,5.0,5 TON Ref#GAZTGMBSGU======
103,2024-11-13 14:45:37,EQARC7i47EC3y_EjTehpbffHElocnJluff9AFgjU8cV8h-L1,1.0,1 TON Ref#GAZTGMBSGM======
104,2024-11-13 14:45:28,EQC-TolWFc8W82K8uukk_toYJ4srNDPMavYTZlBtcjXg4g8Z,1.0,1 TON Ref#GAZTGMBSGI======
105,2024-11-13 14:45:31,EQB4buVsvHF5WNFxCw3OiFvO2bZNGSSdodNg2lMMqJmnyyZd,1.0,1 TON Ref#GAZTGMBSGQ======
106,2024-11-13 14:45:20,EQBvdrTc82gZUhjmeM4dsnLVm2OtV4PVxljHGNQnhPF_w8ai,1.0,1 TON Ref#GAZTGMBSGE======
107,2024-11-13 14:44:57,EQCaAxlWjN_A5ZefPdvPo7BEngVil3XtuFy49sP0f518-RNT,5.0,5 TON Ref#GAZTGMBRHE======
108,2024-11-13 14:44:50,EQDKRW3SbNJdRtseE_D_hOKY44mNW-qubVW2zaCikzlwAC36,1.0,1 TON Ref#GAZTGMBRHA======
109,2024-11-13 14:44:42,EQAWdDeC4wB6AnTf9W8b9vREHFVb38zN9fBq3OGc-UKeU_CD,1.0,1 TON Ref#GAZTGMBRGU======
110,2024-11-13 14:44:40,EQB4buVsvHF5WNFxCw3OiFvO2bZNGSSdodNg2lMMqJmnyyZd,1.0,1 TON Ref#GAZTGMBRGY======
111,2024-11-13 14:44:31,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GAZTGMBRGQ======
112,2024-11-13 14:44:30,EQBCEpnaRGwQ3MS-VpUFNIKEYB2DBUKcIHqS7fA7DiWbyC9R,1.0,1 TON Ref#GAZTGMBRGI======
113,2024-11-13 14:43:58,EQCy5nzEZbOgNnMcqgjD6uCrBo-i6s4UpP-z3ebwjMVKEZPs,1.0,1 TON Ref#GAZTGMBRGE======
114,2024-11-13 14:43:54,EQDUAuZJGhgtAidUu5ILbD3edWLyWIkdOFYw9fDg6vmvyIYZ,1.0,1 TON Ref#GAZTGMBRGA======
115,2024-11-13 14:43:50,EQBW_nlr-tv9W1sobo5iViK2tpSv1iF_GsxV0LQYfSJij7-3,1.0,1 TON Ref#GAZTGMBQHA======
116,2024-11-13 14:43:50,EQB4buVsvHF5WNFxCw3OiFvO2bZNGSSdodNg2lMMqJmnyyZd,1.0,1 TON Ref#GAZTGMBQHE======
117,2024-11-13 14:43:40,EQD077gY774feo2OtBX1SCgfvPGDpFZqSU--lPpaXsrSXs56,1.0,1 TON Ref#GAZTGMBQG4======
118,2024-11-13 14:43:29,EQAcGnNYcTaVTOv_IoV6AdkfMB__Zix-ucreYc6FZPs_9UfD,1.0,1 TON Ref#GAZTGMBQGM======
119,2024-11-13 14:42:52,EQAWdDeC4wB6AnTf9W8b9vREHFVb38zN9fBq3OGc-UKeU_CD,1.0,1 TON Ref#GAZTGMBQGA======
120,2024-11-13 14:42:42,EQD8nA3Y13KJEj3Dk8HiDnKbW9zWnYnmTsh0B68lw8_Ma8pZ,5.0,5 TON Ref#GAZTEOJZHE======
121,2024-11-13 14:42:33,EQAWX1z5PnUwfnSP7Uha6vAhFMvFxwUR-rNjUqjYOkwd9URh,1.0,1 TON Ref#GAZTEOJZHA======
122,2024-11-13 14:42:37,EQBGJgQxAtiyi5YrZebc2LNMxq4VAD6JoJbx-G-mO9BmRFt4,1.0,1 TON Ref#GAZTEOJZG4======
123,2024-11-13 14:42:22,EQC-TolWFc8W82K8uukk_toYJ4srNDPMavYTZlBtcjXg4g8Z,1.48,1.48 TON Ref#GAZTEOJZGY======
124,2024-11-13 14:42:14,EQAQviXQCRdwJ9QqYTEJBNISmGKlLGNT9TAVBglF7ohBtgQL,2.17,2.17 TON Ref#GAZTEOJZGQ======
125,2024-11-13 14:41:54,EQDUAuZJGhgtAidUu5ILbD3edWLyWIkdOFYw9fDg6vmvyIYZ,1.0,1 TON Ref#GAZTEOJZGE======
126,2024-11-13 14:40:39,EQDBl9BWH2TvD7mIOdMVsQrL4iWjPI5BzA6eMZQiFark7Jqe,1.0,1 TON Ref#GAZTEOJYGY======
127,2024-11-13 14:40:31,EQCy5nzEZbOgNnMcqgjD6uCrBo-i6s4UpP-z3ebwjMVKEZPs,1.0,1 TON Ref#GAZTEOJYGU======
128,2024-11-13 14:40:10,EQDUxs9CVfGxRZUr_Pnut6MIGPvHTxJN_PsrcAflQ0FpR-fs,1.0,1 TON Ref#GAZTEOJYGQ======
129,2024-11-13 14:40:08,EQA6iTvhGHc6V5RMMlT7qaMwXTSk_TIaCcWEtyUNFMDEHAto,1.0,1 TON Ref#GAZTEOJYGI======
130,2024-11-13 14:39:33,EQDBl9BWH2TvD7mIOdMVsQrL4iWjPI5BzA6eMZQiFark7Jqe,1.0,1 TON Ref#GAZTEOJXHE======
131,2024-11-13 14:39:18,EQAEHIWVT4zieBzce4vsA2V25JQnfNisUubPaW0poFw4H50X,1.0,1 TON Ref#GAZTEOJXG4======
132,2024-11-13 14:38:10,EQCwFYJIeFp93sLL8sN4Bfb7Oc2WeVhEGWrm8da_Tm_RRrPw,3.63,3.63 TON Ref#GAZTEOJXGI======
133,2024-11-13 14:38:08,EQCy5nzEZbOgNnMcqgjD6uCrBo-i6s4UpP-z3ebwjMVKEZPs,1.0,1 TON Ref#GAZTEOJXGA======
134,2024-11-13 14:37:45,EQAQqmn6vLNAHXwreurccKLYBKwpjYpXKEfbK-POUVtKdMu7,3.25,3.25 TON Ref#GAZTEOJWHA======
135,2024-11-13 14:37:36,EQC4oC8_OsiWURxHQBCpY9JXypskJ43ZtCRnfS1TI8jPXRvQ,1.0,1 TON Ref#GAZTEOJWG4======
136,2024-11-13 14:37:32,EQA-Sxz8mnme2tkmV_tfMnBh463xINUwIt26aZURYrI_gIop,1.0,1 TON Ref#GAZTEOJWGY======
137,2024-11-13 14:37:09,EQDyoQZMpsP2zanwnOmmAFrU90ZaEs0zhKDd0jHD3zbzl0Om,1.0,1 TON Ref#GAZTEOJWGQ======
138,2024-11-13 14:37:09,EQB8xqp3Ukh1cInoEV-xSdhAGZRWmzsjxYU7Z5yEwaOkxN5O,1.0,1 TON Ref#GAZTEOJWGU======
139,2024-11-13 14:36:51,EQDfZlr1E9hHooSwEZl91IuTyopY01qQxr6Y6fQb5i3uVdAk,1.0,1 TON Ref#GAZTEOJWGI======
140,2024-11-13 14:36:56,EQBap02X4FDfVX9oZ9dIX7bETh0HypcmumZnYukDNtAVhCq8,1.0,1 TON Ref#GAZTEOJWGE======
141,2024-11-13 14:36:33,EQBiEI_-6tox7_Ksb1o99IjtcDTfkJIHMvWj4ckxAORYBttM,1.0,1 TON Ref#GAZTEOJWGA======
142,2024-11-13 14:36:26,EQCy5nzEZbOgNnMcqgjD6uCrBo-i6s4UpP-z3ebwjMVKEZPs,1.0,1 TON Ref#GAZTEOJVHE======
143,2024-11-13 14:36:14,EQDSyQL8Yt0pcH24knyySRPmFQGPuzL2tp-KYVS4OsN_NDVR,1.0,1 TON Ref#GAZTEOJVHA======
144,2024-11-13 14:35:58,EQAoLvOhvOXj3qhoK5Drfw6jzkB9TAnskiEmPIxtYOV5QjJ_,1.0,1 TON Ref#GAZTEOJVGY======
145,2024-11-13 14:35:46,EQB8xqp3Ukh1cInoEV-xSdhAGZRWmzsjxYU7Z5yEwaOkxN5O,1.0,1 TON Ref#GAZTEOJVGU======
146,2024-11-13 14:35:14,EQDyoQZMpsP2zanwnOmmAFrU90ZaEs0zhKDd0jHD3zbzl0Om,1.0,1 TON Ref#GAZTEOJUHA======
147,2024-11-13 14:35:14,EQDRulIdVP22OOiSsc7VYqw-nRdB5Daw3j5lTwvyNVNeDtOx,1.0,1 TON Ref#GAZTEOJVGI======
148,2024-11-13 14:35:08,EQBRDBpKY4-90M6E2qzrED-P0f4P8IkI5Mj7aHxjOL6C06An,1.0,1 TON Ref#GAZTEOJUHE======
149,2024-11-13 14:35:08,EQBGWdTNgy2P-K5xjcWzGFVRyJX4pndxeUwiD20XWtpkNFth,1.0,1 TON Ref#GAZTEOJVGA======
150,2024-11-13 14:34:51,EQDBl9BWH2TvD7mIOdMVsQrL4iWjPI5BzA6eMZQiFark7Jqe,1.0,1 TON Ref#GAZTEOJUG4======
151,2024-11-13 14:34:40,EQB4buVsvHF5WNFxCw3OiFvO2bZNGSSdodNg2lMMqJmnyyZd,1.0,1 TON Ref#GAZTEOJUGY======
152,2024-11-13 14:34:08,EQCXTkXO1UCidBzuF8Nkm6V7J5SsR0-BI3HT3ar0Sc_o3_49,5.0,5 TON Ref#GAZTEOJUGU======
153,2024-11-13 14:33:58,EQDSyQL8Yt0pcH24knyySRPmFQGPuzL2tp-KYVS4OsN_NDVR,1.0,1 TON Ref#GAZTEOJUGM======
154,2024-11-13 14:33:51,EQB8xqp3Ukh1cInoEV-xSdhAGZRWmzsjxYU7Z5yEwaOkxN5O,1.0,1 TON Ref#GAZTEOJUGE======
155,2024-11-13 14:33:42,EQB4buVsvHF5WNFxCw3OiFvO2bZNGSSdodNg2lMMqJmnyyZd,1.0,1 TON Ref#GAZTEOJTHE======
156,2024-11-13 14:33:42,EQBBqCKUutGEYK2q6jpl21rlNXezl6qkF3vPbxJx_des_P9O,1.72,1.72 TON Ref#GAZTEOJTG4======
157,2024-11-13 14:33:35,EQBap02X4FDfVX9oZ9dIX7bETh0HypcmumZnYukDNtAVhCq8,1.0,1 TON Ref#GAZTEOJTGY======
158,2024-11-13 14:33:08,EQAkVG1DUdjO9eQfvee5aO6LHPUmqFPAr4pKOF-HGwPwyrTi,3.44,3.44 TON Ref#GAZTEOJTGU======
159,2024-11-13 14:32:40,EQB4buVsvHF5WNFxCw3OiFvO2bZNGSSdodNg2lMMqJmnyyZd,1.0,1 TON Ref#GAZTEOJTGQ======
160,2024-11-13 14:32:13,EQBBpQ3dHVV_cd46S2nN5xD2AlbMAyt_p7qpKVaS2d9Mlfog,1.0,1 TON Ref#GAZTEOJTGI======
