date,from,value,comment,lt
2024-11-17 15:17:22,EQC-nGdyPE6vq5iR6m7w92pqriik4SaSOcawiWki9Kt1mLdA,1.0,1 TON Ref#GA4TINZZGQ======,50979977000001
2024-11-17 15:17:19,EQDywWhYRnpMnRUrkbCJIccBv5r0MjMJJ6EcV8eoFuJFaaqq,1.0,1 TON Ref#GA4TINZZGM======,50979976000001
2024-11-17 15:16:59,EQAuVSxMWuYXY4xx-N6hWh79jAGBy7mCDNhGUsgVeJMDOGfs,1.0,1 TON Ref#GA4TINZZGE======,50979968000001
2024-11-17 15:16:51,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GA4TINZZGA======,50979966000001
2024-11-17 15:16:29,EQDd8ztcapKDE2lOrbFS9wpX5srQ6_2HZfStF54DjFYStyj-,1.0,1 TON Ref#GA4TINZYHA======,50979957000001
2024-11-17 15:16:36,EQBkMDb5A3xpqwWn9_XyvaF_PaSjyIREMDS-ntYqqtjMaAvj,1.0,1 TON Ref#GA4TINZYHE======,50979956000003
2024-11-17 15:16:26,EQAQqmn6vLNAHXwreurccKLYBKwpjYpXKEfbK-POUVtKdMu7,1.0,1 TON Ref#GA4TINZYG4======,50979955000001
2024-11-17 15:15:36,EQDRnXWj-wbWW15rJYF15jW-VEN8ZULk5rmxcwMTGYJ3goZ_,1.0,1 TON Ref#GA4TINZYGU======,50979938000001
2024-11-17 15:15:25,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GA4TINZYGQ======,50979933000001
2024-11-17 15:15:09,EQCwepVuNuhOKUe8RXDyshbRHkQeyz4quRDmpil_qQ5kVaks,1.0,1 TON Ref#GA4TINZYGM======,50979927000001
2024-11-17 15:14:44,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,5.0,5 TON Ref#GA4TINZYGE======,50979918000002
2024-11-17 15:14:44,EQDd8ztcapKDE2lOrbFS9wpX5srQ6_2HZfStF54DjFYStyj-,1.0,1 TON Ref#GA4TINZYGA======,50979918000001
2024-11-17 15:14:25,EQA0FLP7vUq4lenVEGA5IGaLiQna0Y87v_7XOOEDxG6wZ6_3,1.0,1 TON Ref#GA4TINZXHE======,50979911000001
2024-11-17 15:14:10,EQA10L5f4udm687ylOdY-CaMy6svwtBFLgoiQ38HpGOae9Hh,1.0,1 TON Ref#GA4TINZXG4======,50979907000001
2024-11-17 15:14:17,EQBkMDb5A3xpqwWn9_XyvaF_PaSjyIREMDS-ntYqqtjMaAvj,1.0,1 TON Ref#GA4TINZXHA======,50979905000003
2024-11-17 15:13:53,EQDAd9OsHJQHkWYNTFvRgSfCQHJ4iM7vJtLOFLxU9PjT2Gx2,1.0,1 TON Ref#GA4TINZXGY======,50979899000001
2024-11-17 15:13:49,EQDRnXWj-wbWW15rJYF15jW-VEN8ZULk5rmxcwMTGYJ3goZ_,1.0,1 TON Ref#GA4TINZXGU======,50979897000001
2024-11-17 15:13:41,EQDt_ybfQ_9q1R_nILC3KWn5NrfAsfXldmIFho74cnUVna1P,1.0,1 TON Ref#GA4TINZXGQ======,50979895000001
2024-11-17 15:13:10,EQA0FLP7vUq4lenVEGA5IGaLiQna0Y87v_7XOOEDxG6wZ6_3,1.0,1 TON Ref#GA4TINZXGM======,50979882000001
2024-11-17 15:13:09,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GA4TINZXGE======,50979879000003
2024-11-17 15:12:59,EQDd8ztcapKDE2lOrbFS9wpX5srQ6_2HZfStF54DjFYStyj-,1.0,1 TON Ref#GA4TINZXGI======,50979878000001
2024-11-17 15:12:54,EQAFUrjWtXygYHhkKvkJhLs32tFndhgRlwg0aAUntky4zrhJ,1.0,1 TON Ref#GA4TINZXGA======,50979876000001
2024-11-17 15:12:33,EQALYfopwC2XkVbaJvLTEEzejE7TxxN3XeNIbsnhAWIxB6a7,1.0,1 TON Ref#GA4TINZWHE======,50979869000001
2024-11-17 15:12:25,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINZWHA======,50979865000001
2024-11-17 15:12:12,EQA10L5f4udm687ylOdY-CaMy6svwtBFLgoiQ38HpGOae9Hh,1.0,1 TON Ref#GA4TINZWG4======,50979862000001
2024-11-17 15:11:46,EQDAd9OsHJQHkWYNTFvRgSfCQHJ4iM7vJtLOFLxU9PjT2Gx2,1.0,1 TON Ref#GA4TINZWGQ======,50979851000002
2024-11-17 15:11:46,EQC7ZKSzBBLlu2NlMavqltWyLeJsQLqNe4r6QlUWa-AR1Yqb,1.0,1 TON Ref#GA4TINZWGY======,50979851000001
2024-11-17 15:11:43,EQBtl-pMlCQwpHH186RFtN8LHHTZx5Gee0wXuJhfe5NWdkTA,1.0,1 TON Ref#GA4TINZWGU======,50979847000003
2024-11-17 15:11:32,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GA4TINZWGM======,50979842000003
2024-11-17 15:11:09,EQAm02fQTttAaWGlqLJMrAb4WJqObirDWq1a_XbUEs-2ecge,1.0,1 TON Ref#GA4TINZWGE======,50979837000001
2024-11-17 15:10:59,EQAFUrjWtXygYHhkKvkJhLs32tFndhgRlwg0aAUntky4zrhJ,1.0,1 TON Ref#GA4TINZVG4======,50979834000001
2024-11-17 15:10:44,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINZVHE======,50979830000003
2024-11-17 15:10:41,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GA4TINZVHA======,50979830000002
2024-11-17 15:10:41,EQALYfopwC2XkVbaJvLTEEzejE7TxxN3XeNIbsnhAWIxB6a7,1.0,1 TON Ref#GA4TINZWGA======,50979830000001
2024-11-17 15:10:27,EQC7OvWlGxWfILYQ3zvYssURoZ6y-xoaDP7ZnXQaG7oIAhRT,1.0,1 TON Ref#GA4TINZVGY======,50979823000002
2024-11-17 15:10:27,EQC7ZKSzBBLlu2NlMavqltWyLeJsQLqNe4r6QlUWa-AR1Yqb,1.0,1 TON Ref#GA4TINZVGQ======,50979823000001
2024-11-17 15:10:24,EQCnI-7V5r5FeWRrvYQrN_zh-EkkAgUXxSZYM8Dc1W-VMpb-,1.0,1 TON Ref#GA4TINZVGU======,50979822000001
2024-11-17 15:10:02,EQCnI-7V5r5FeWRrvYQrN_zh-EkkAgUXxSZYM8Dc1W-VMpb-,1.0,1 TON Ref#GA4TINZVGI======,50979812000001
2024-11-17 15:09:41,EQC7OvWlGxWfILYQ3zvYssURoZ6y-xoaDP7ZnXQaG7oIAhRT,1.0,1 TON Ref#GA4TINZVGE======,50979804000001
2024-11-17 15:09:31,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINZVGA======,50979801000001
2024-11-17 15:09:24,EQALYfopwC2XkVbaJvLTEEzejE7TxxN3XeNIbsnhAWIxB6a7,1.0,1 TON Ref#GA4TINZUHA======,50979799000001
2024-11-17 15:09:27,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GA4TINZUHE======,50979796000003
2024-11-17 15:09:06,EQBBpQ3dHVV_cd46S2nN5xD2AlbMAyt_p7qpKVaS2d9Mlfog,1.0,1 TON Ref#GA4TINZUG4======,50979788000003
2024-11-17 15:08:54,EQDISri36bQPsoZ5PGqkUNQVI_2kJE3s-9FFA2TzqszlSD8v,1.0,1 TON Ref#GA4TINZUGY======,50979787000002
2024-11-17 15:08:54,EQD4sWMSHKv5ZepM4rwLwOuzH_qb7zBF-bZ8zTHW0nXDo3rc,1.0,1 TON Ref#GA4TINZUGU======,50979787000001
2024-11-17 15:08:29,EQDATr32_TxCACaZaSNVU77kjnvPOkx1yeymxNwgVqt-cVOO,1.0,1 TON Ref#GA4TINZUGM======,50979776000001
2024-11-17 15:08:20,EQDH-7gixfSx2UB7I-jXScCiWF0qYa_6ruNLc2p6w5nzdbwo,1.0,1 TON Ref#GA4TINZUGI======,50979773000001
2024-11-17 15:08:17,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINZUGE======,50979772000001
2024-11-17 15:08:13,EQD4KjFmyEXnb6guio7JmJqpk0cvgGZ4FE9B7gTZSSYVKtSA,1.0,1 TON Ref#GA4TINZTHE======,50979771000002
2024-11-17 15:08:11,EQAaneJRZCUlKuiygEeFmHVA8gsEe_VommutO6LuOV4qEWiu,1.0,1 TON Ref#GA4TINZTGU======,50979771000001
2024-11-17 15:08:07,EQCwepVuNuhOKUe8RXDyshbRHkQeyz4quRDmpil_qQ5kVaks,1.0,1 TON Ref#GA4TINZUGA======,50979769000001
2024-11-17 15:08:02,EQAQviXQCRdwJ9QqYTEJBNISmGKlLGNT9TAVBglF7ohBtgQL,1.0,1 TON Ref#GA4TINZTG4======,50979767000001
2024-11-17 15:07:58,EQC7OvWlGxWfILYQ3zvYssURoZ6y-xoaDP7ZnXQaG7oIAhRT,1.0,1 TON Ref#GA4TINZTGY======,50979765000001
2024-11-17 15:07:37,EQDISri36bQPsoZ5PGqkUNQVI_2kJE3s-9FFA2TzqszlSD8v,1.0,1 TON Ref#GA4TINZTGQ======,50979758000002
2024-11-17 15:07:37,EQDXXE02LtOs4YXy8d-4rJAYoKHBSfuwTa_EgEFkGvf8HSWI,1.0,1 TON Ref#GA4TINZTGE======,50979758000001
2024-11-17 15:07:25,EQC5ETgxzCNAVutnfcFi6AVMZBjWqSZDBrVvBFab8OaEQHYa,1.0,1 TON Ref#GA4TINZTGI======,50979753000001
2024-11-17 15:07:28,EQBnQLhhKYmN6uZi2fVnRtrw_B-sf0y3eSMtK0vv3AWnNzdT,1.0,1 TON Ref#GA4TINZTGM======,50979750000003
2024-11-17 15:07:22,EQBdxILjHvgptNDS7OGTo-IjrCHpY0wn8BGY4Or-Z6GS-DJS,1.0,1 TON Ref#GA4TINZTGA======,50979748000003
2024-11-17 15:07:07,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINZSHE======,50979745000001
2024-11-17 15:06:35,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GA4TINZSGY======,50979735000001
2024-11-17 15:05:51,EQD8v4pk_rvZcG0etpDglvsF7Q4-Sa9HAl9_eCAu36ohpyjw,1.0,1 TON Ref#GA4TINZSGM======,50979718000001
2024-11-17 15:05:29,EQDOyQwJcd8Dt1eKyiqiEWb2j0k09-PRSakCTGFtVFHESC3L,5.0,5 TON Ref#GA4TINZSGI======,50979710000001
2024-11-17 15:05:13,EQA_h0doIpQ0A2X3F3Bg80xKE8HRvtGxZhSYAjZU1wFht4D-,1.0,1 TON Ref#GA4TINZSGE======,50979703000001
2024-11-17 15:04:46,EQDdcm0yWneOI0n1SN7KmGi918Nw0gIjXwp6-JjbUQ7OLnXF,1.0,1 TON Ref#GA4TINZRG4======,50979692000001
2024-11-17 15:04:25,EQApzQZWv4fmGX8JAH6CpiJk_HiS_PFSUcKFukIQQliz4OqX,1.0,1 TON Ref#GA4TINZRHE======,50979686000001
2024-11-17 15:04:00,EQBkMDb5A3xpqwWn9_XyvaF_PaSjyIREMDS-ntYqqtjMaAvj,1.0,1 TON Ref#GA4TINZRGY======,50979672000003
2024-11-17 15:03:47,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GA4TINZRGU======,50979670000001
2024-11-17 15:03:39,EQApzQZWv4fmGX8JAH6CpiJk_HiS_PFSUcKFukIQQliz4OqX,1.0,1 TON Ref#GA4TINZRGQ======,50979668000001
2024-11-17 15:03:25,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINZRGM======,50979662000001
2024-11-17 15:03:12,EQAPRyVFqlmInRWsAbJjjTr8Dxr6hwQfkj0DA7ZZHs8ZcPYf,5.0,5 TON Ref#GA4TINZRGE======,50979658000001
2024-11-17 15:02:53,EQA_h0doIpQ0A2X3F3Bg80xKE8HRvtGxZhSYAjZU1wFht4D-,1.0,1 TON Ref#GA4TINZRGA======,50979650000001
2024-11-17 15:02:50,EQDhy2FSlkLlIyGCv9NgejcF3iz97Gkuvb9OHClCutO-kF6T,1.0,1 TON Ref#GA4TINZQHE======,50979649000001
2024-11-17 15:02:44,EQBcC-J0Ve_zDRYSxk0gtt7mScPSxtUNxWFV4kG4KIN7sKAN,1.0,1 TON Ref#GA4TINZQHA======,50979643000003
2024-11-17 15:01:52,EQCrwSeHZEfAynwK-o0iR__nAztwWaL2ssZId3Qf5NUYNxnq,1.0,1 TON Ref#GA4TINZQG4======,50979629000001
2024-11-17 15:01:18,EQAPRyVFqlmInRWsAbJjjTr8Dxr6hwQfkj0DA7ZZHs8ZcPYf,1.0,1 TON Ref#GA4TINZQGQ======,50979615000001
2024-11-17 15:01:10,EQA_h0doIpQ0A2X3F3Bg80xKE8HRvtGxZhSYAjZU1wFht4D-,1.0,1 TON Ref#GA4TINZQGM======,50979612000001
2024-11-17 15:00:59,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GA4TINZQGE======,50979608000003
2024-11-17 15:00:57,EQDATr32_TxCACaZaSNVU77kjnvPOkx1yeymxNwgVqt-cVOO,1.0,1 TON Ref#GA4TINZQGA======,50979608000002
2024-11-17 15:00:57,EQAbcTNDRJDl6CjVuJBJwKFRRzzbnGGy7FaBA3WtZNAEKsUA,5.0,5 TON Ref#GA4TINZQGI======,50979608000001
2024-11-17 15:00:44,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINRZHA======,50979602000001
2024-11-17 14:59:59,EQAm02fQTttAaWGlqLJMrAb4WJqObirDWq1a_XbUEs-2ecge,1.0,1 TON Ref#GA4TINRZGI======,50979586000001
2024-11-17 14:59:33,EQDATr32_TxCACaZaSNVU77kjnvPOkx1yeymxNwgVqt-cVOO,4.0,4 TON Ref#GA4TINRYGY======,50979576000002
2024-11-17 14:59:31,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINRYG4======,50979576000001
2024-11-17 14:59:15,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GA4TINRYGQ======,50979565000003
2024-11-17 14:58:45,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GA4TINRXHE======,50979558000001
2024-11-17 14:58:35,EQDyjjEcTe0f15GV7CWEku9tCeRH7gOe6sfPo_TTakGTx8lV,1.0,1 TON Ref#GA4TINRXGM======,50979554000002
2024-11-17 14:58:29,EQAbcTNDRJDl6CjVuJBJwKFRRzzbnGGy7FaBA3WtZNAEKsUA,1.0,1 TON Ref#GA4TINRXHA======,50979554000001
2024-11-17 14:58:36,EQBdxILjHvgptNDS7OGTo-IjrCHpY0wn8BGY4Or-Z6GS-DJS,1.0,1 TON Ref#GA4TINRWHA======,50979551000003
2024-11-17 14:58:29,EQBY_rZfwLL3FuWbHcdhHCUzXGvtHHk-3xx_nfRJ_HWscvOf,1.0,1 TON Ref#GA4TINRXG4======,50979549000003
2024-11-17 14:58:18,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINRXGQ======,50979549000001
2024-11-17 14:58:03,EQBHpqd8U4qgTZrw9vnLGJRwyAaQM2rya5m8Og7r1STbBas9,1.0,1 TON Ref#GA4TINRXGI======,50979541000003
2024-11-17 14:57:56,EQB2JeRuJry3S0MNccscv07V1X_Q-TnxpX7nZaDmRZAGWhhw,1.0,1 TON Ref#GA4TINRXGA======,50979538000003
2024-11-17 14:57:53,EQBW_nlr-tv9W1sobo5iViK2tpSv1iF_GsxV0LQYfSJij7-3,1.0,1 TON Ref#GA4TINRXGE======,50979537000003
2024-11-17 14:57:48,EQBY_rZfwLL3FuWbHcdhHCUzXGvtHHk-3xx_nfRJ_HWscvOf,1.0,1 TON Ref#GA4TINRWHE======,50979535000003
2024-11-17 14:57:35,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINRWGQ======,50979533000001
2024-11-17 14:57:23,EQD0gtzgmJExo-cCPB0o4q3TvhZ0laLvEZ-g21jKSQ6lZKq4,1.0,1 TON Ref#GA4TINRWGU======,50979530000001
2024-11-17 14:57:09,EQAbcTNDRJDl6CjVuJBJwKFRRzzbnGGy7FaBA3WtZNAEKsUA,1.0,1 TON Ref#GA4TINRWGI======,50979524000001
2024-11-17 14:57:08,EQC_jcl8MAVq9vJ5UVRkfTh2aciP-mCx_nAgF_Bd4mnRdgoP,1.0,1 TON Ref#GA4TINRWGE======,50979523000001
2024-11-17 14:57:05,EQCN1LFm4VHfAYBBPYCQh6aCO2bq7hh-PFwfraIUSD9i9Edb,1.0,1 TON Ref#GA4TINRVGY======,50979522000001
2024-11-17 14:57:03,EQCLfJZ91uBZ0zovUQ1cMcrgea1XV57PRHhAotWpImZTWvU0,1.0,1 TON Ref#GA4TINRVHE======,50979521000001
2024-11-17 14:56:43,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GA4TINRVGQ======,50979514000001
2024-11-17 14:56:37,EQClZwJ-LGRb6q_AbFBe9Hw3_CuFOcnYyzanYYy9-RUg0OmS,1.0,1 TON Ref#GA4TINRVGA======,50979512000001
2024-11-17 14:56:43,EQBY_rZfwLL3FuWbHcdhHCUzXGvtHHk-3xx_nfRJ_HWscvOf,4.81,4.81 TON Ref#GA4TINRVGU======,50979511000003
2024-11-17 14:56:40,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GA4TINRVGM======,50979510000003
2024-11-17 14:56:27,EQCSQiGLc8eGnzMJJK5xb1yAWTfU47OKbNJk2n0lyOJJOrHs,1.0,1 TON Ref#GA4TINRVGE======,50979509000001
2024-11-17 14:56:23,EQBF6H7McsOcys6SCS6b3SMOQbpXiEbRSvlbgnB97WeMePj0,1.0,1 TON Ref#GA4TINRUHE======,50979503000003
2024-11-17 14:55:59,EQDtxGRdulWMjBOUSGJhsHPvvwGYITsqmnpa1VUu9CUqfzDG,1.0,1 TON Ref#GA4TINRUG4======,50979499000001
2024-11-17 14:55:36,EQCnI-7V5r5FeWRrvYQrN_zh-EkkAgUXxSZYM8Dc1W-VMpb-,1.0,1 TON Ref#GA4TINRUGY======,50979490000002
2024-11-17 14:55:35,EQDGtg4MSsQkezRwsG6mtTzRd70WFUpoJOHYlSRNAR8uVwAe,1.0,1 TON Ref#GA4TINRUGM======,50979490000001
2024-11-17 14:55:25,EQAbcTNDRJDl6CjVuJBJwKFRRzzbnGGy7FaBA3WtZNAEKsUA,1.0,1 TON Ref#GA4TINRUGQ======,50979486000001
2024-11-17 14:55:32,EQBF6H7McsOcys6SCS6b3SMOQbpXiEbRSvlbgnB97WeMePj0,1.0,1 TON Ref#GA4TINRUGU======,50979485000003
2024-11-17 14:55:22,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINRTGQ======,50979485000001
2024-11-17 14:55:09,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GA4TINRUGI======,50979480000001
2024-11-17 14:55:14,EQBHpqd8U4qgTZrw9vnLGJRwyAaQM2rya5m8Og7r1STbBas9,1.0,1 TON Ref#GA4TINRUGE======,50979478000003
2024-11-17 14:54:49,EQDCC6DqMzi8ekZR9QkSaFDHp0FMu4vFr7XtrQCD2w5mbsTD,1.0,1 TON Ref#GA4TINRTHA======,50979472000001
2024-11-17 14:54:42,EQCnI-7V5r5FeWRrvYQrN_zh-EkkAgUXxSZYM8Dc1W-VMpb-,1.0,1 TON Ref#GA4TINRTGU======,50979470000001
2024-11-17 14:54:49,EQBF6H7McsOcys6SCS6b3SMOQbpXiEbRSvlbgnB97WeMePj0,1.0,1 TON Ref#GA4TINRTGY======,50979468000003
2024-11-17 14:54:40,EQD_eU-6XqU9fdOJBiSUFX0DZR4S8a7M9whNwWLkMcExh9nB,2.91,2.91 TON Ref#GA4TINRTGM======,50979468000001
2024-11-17 14:54:29,EQDtxGRdulWMjBOUSGJhsHPvvwGYITsqmnpa1VUu9CUqfzDG,1.0,1 TON Ref#GA4TINRTGI======,50979464000001
2024-11-17 14:54:19,EQClZwJ-LGRb6q_AbFBe9Hw3_CuFOcnYyzanYYy9-RUg0OmS,1.0,1 TON Ref#GA4TINRTGE======,50979463000001
2024-11-17 14:53:45,EQCnI-7V5r5FeWRrvYQrN_zh-EkkAgUXxSZYM8Dc1W-VMpb-,1.0,1 TON Ref#GA4TINRTGA======,50979450000001
2024-11-17 14:53:35,EQANQE3dNheWA-gksphy8B05-OiLdVqMnK8iT3DQcpyXZkp1,1.0,1 TON Ref#GA4TINRSHA======,50979447000001
2024-11-17 14:53:32,EQDtxGRdulWMjBOUSGJhsHPvvwGYITsqmnpa1VUu9CUqfzDG,1.0,1 TON Ref#GA4TINRSHE======,50979445000003
2024-11-17 14:53:31,EQAf20op5ZIX3WEZZEPv1L3cMwvveajF6i9I4tHfmkUf_eeD,4.09,4.09 TON Ref#GA4TINRSGY======,50979445000002
2024-11-17 14:53:31,EQAmcjVNaR_7OQlR8aT9xrZoI93OptfyDtOHzLKYJdA6q2wK,1.0,1 TON Ref#GA4TINRSG4======,50979445000001
2024-11-17 14:53:15,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GA4TINRSGU======,50979436000003
2024-11-17 14:52:59,EQDGtg4MSsQkezRwsG6mtTzRd70WFUpoJOHYlSRNAR8uVwAe,1.0,1 TON Ref#GA4TINRRG4======,50979433000001
2024-11-17 14:52:57,EQAmdkI6NheiTIhGZX1c7sLJt9o2dXKxkpCMNsBaprmcIqk3,1.0,1 TON Ref#GA4TINRSGQ======,50979431000001
2024-11-17 14:52:54,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINRSGI======,50979430000001
2024-11-17 14:52:23,EQC2MCfUaiWjKXviib1CQBqq2E-qwDsEVBCnMFRWJM9v7enS,1.0,1 TON Ref#GA4TINRRHE======,50979419000001
2024-11-17 14:52:21,EQCnI-7V5r5FeWRrvYQrN_zh-EkkAgUXxSZYM8Dc1W-VMpb-,1.0,1 TON Ref#GA4TINRRHA======,50979418000001
2024-11-17 14:52:27,EQBYMr6a_vNAZ3vhkJEQL5eLf7SM5hcxtrkCbYOyzFR2t_5Y,1.0,1 TON Ref#GA4TINRSGA======,50979417000003
2024-11-17 14:51:46,EQDtxGRdulWMjBOUSGJhsHPvvwGYITsqmnpa1VUu9CUqfzDG,1.0,1 TON Ref#GA4TINRRGE======,50979405000001
2024-11-17 14:51:46,EQCEM2OTwFicN8Q-BoCU4YXEx69M-evIK-NhKq7Xiq4KFIS1,3.44,3.44 TON Ref#GA4TINRRGA======,50979404000001
2024-11-17 14:51:20,EQBygtsm3Gx2CQaMOxhle74SPmiv1eWpUEuepeW-0iLQxKol,1.0,1 TON Ref#GA4TINRQHE======,50979391000003
2024-11-17 14:50:48,EQA-AW8Sw42nn8ZTUYkSBA_3twYnzmXt5AN56wNbiAoJ1Sre,1.0,1 TON Ref#GA4TINRQG4======,50979382000001
