date,from,value,comment
2024-11-14 15:52:10,EQAf20op5ZIX3WEZZEPv1L3cMwvveajF6i9I4tHfmkUf_eeD,1.0,1 TON Ref#GA2TEMBQGM======
2024-11-14 15:52:07,EQCwMimZsI_7lvXFB9XteSQHzypvpz1AcM3YqY59o5PvUw9h,1.0,1 TON Ref#GA2TEMBQGI======
2024-11-14 15:52:02,EQAprsVhNF4mWRu4WQSL-GDg7FyR2UZWYOGrgyzSq28zKd-i,1.0,1 TON Ref#GA2TCOJZG4======
2024-11-14 15:52:00,EQC8Y9eOzNVIklUUwUq7LNs99tVMlVjDQkCUO8TxeDpgvlv1,1.0,1 TON Ref#GA2TEMBQGA======
2024-11-14 15:51:58,EQDzLp9ilsMpIySkFONIqfLCf5T9x8yz0Una5qRkAYRiOAM1,1.0,1 TON Ref#GA2TCOJZHE======
2024-11-14 15:51:48,EQA9bnJDJhTLCcOM07_ee-FlmpAOfKouBPTnWFOvwDYcoXOH,1.0,1 TON Ref#GA2TCOJZGQ======
2024-11-14 15:51:48,EQDbBYHa6ngDXN6AGSFhsPcPzKDiS5U3vi1u451mE3mrj0N0,1.0,1 TON Ref#GA2TCOJZGU======
2024-11-14 15:51:33,EQCs2_ya9GFCTbhA7tNA53g_3erqFtL-_crG3eQvvS07hE3b,1.0,1 TON Ref#GA2TCOJZGM======
2024-11-14 15:51:28,EQDeSv2ZEEBwlhSjs5Ywd8U7CZOMNOgBgQXsx8XOL4LhGRbS,1.0,1 TON Ref#GA2TCOJZGI======
2024-11-14 15:51:23,EQDPYJqmcmCRYtFcaQkhc7LuCBNVPZgAkJz_aMoWj6zo1nNl,1.0,1 TON Ref#GA2TCOJYHE======
2024-11-14 15:51:28,EQBX_VV4ML0JhBSqzm7480seU5biG9cCSkrjczjm8X5mBJP5,1.0,1 TON Ref#GA2TCOJZGE======
2024-11-14 15:51:15,EQAFUrjWtXygYHhkKvkJhLs32tFndhgRlwg0aAUntky4zrhJ,1.0,1 TON Ref#GA2TCOJYHA======
2024-11-14 15:51:12,EQARZtot-Z_GS3Ib3NnH3dy_fuX2pAX5b0mvgd5wVAr6kcQa,1.0,1 TON Ref#GA2TCOJXHA======
2024-11-14 15:51:11,EQDTf1r6vfURzVlEtikOn0lafHqmnAuwyp_PAZlj5tWp1DRw,1.0,1 TON Ref#GA2TCOJYG4======
2024-11-14 15:51:16,EQBMsQRobUowEPFGOmjzsTqnozVZsSjcGgNeBK38YFPyZVSA,1.0,1 TON Ref#GA2TCOJZGA======
2024-11-14 15:51:05,EQD7iJHIXnuOq1ssZpZ2hX2xV08ED5gnEXwbhKM-TVuqeczN,1.0,1 TON Ref#GA2TCOJYGY======
2024-11-14 15:50:52,EQCG9ZBymovXCavbF4sFpuHYPzhySCdgqI55bzwsf6iu8iBJ,1.0,1 TON Ref#GA2TCOJYGM======
2024-11-14 15:50:52,EQCA3soFGj6LVoOP2CqfFg8bnwCbDRdo6RLOQ2KUIteNNZ1W,1.0,1 TON Ref#GA2TCOJYGE======
2024-11-14 15:50:58,EQBbMfMak4vhP3vWSwyi1HfGch1uVRl2lO9Wq2NoaKGMRBlO,1.0,1 TON Ref#GA2TCOJXHE======
2024-11-14 15:50:49,EQCQe3Z8-eLGTcMMQu043RarELOLSKfyDat4m54bbFGIHRwB,1.0,1 TON Ref#GA2TCOJXG4======
2024-11-14 15:50:46,EQCRxSB-7nsKnup32uV0u8NpIPCgP671UyzIvw2Qgt6A_Ryh,1.0,1 TON Ref#GA2TCOJYGI======
2024-11-14 15:50:43,EQCqjcCXft2dLyHXLTi0eSS5tR46Ew03sAPRhtAPLY2jIYzw,1.0,1 TON Ref#GA2TCOJYGA======
2024-11-14 15:50:28,EQC9jW99LVtXSAUZADYrJHAMYe87gMi7dvuhzBtfkc-16Wu7,1.0,1 TON Ref#GA2TCOJXGE======
2024-11-14 15:50:29,EQALOTdSK8wGlc0_2Jbz4aO0NZrFXxMC2xERtBdPdAw9J7Q6,1.0,1 TON Ref#GA2TCOJXGI======
2024-11-14 15:50:29,EQALV5p5K1ipOU-LNHJlC5NluKnNJCvpzNIuRkueRvOdZzPw,1.0,1 TON Ref#GA2TCOJXGQ======
2024-11-14 15:50:29,EQAprsVhNF4mWRu4WQSL-GDg7FyR2UZWYOGrgyzSq28zKd-i,1.0,1 TON Ref#GA2TCOJWHE======
2024-11-14 15:50:35,EQBX_VV4ML0JhBSqzm7480seU5biG9cCSkrjczjm8X5mBJP5,1.0,1 TON Ref#GA2TCOJXGU======
2024-11-14 15:50:26,EQAt_V50zZzQW7hjFtqaj20ZPnN7fp4F5X_cKQWxkt_DMEl9,1.0,1 TON Ref#GA2TCOJXGA======
2024-11-14 15:50:22,EQC9m25dXdO9Z26NOfW2-YCV3oU1gS5KwI_ZG8uPwQkpBnhz,1.0,1 TON Ref#GA2TCOJWHA======
2024-11-14 15:50:11,EQBV_CjQ52VWYU7dLMgZXycCBodhUuZulqt7LDV1xKYepWbh,1.0,1 TON Ref#GA2TCOJWGY======
2024-11-14 15:49:58,EQC_2-vL_qLcebypd6FRPSnxXV9CAF1GsIX_XCj4lrVkeJtr,1.0,1 TON Ref#GA2TCOJWGM======
2024-11-14 15:49:56,EQAQZtLXWtMr7evLQ8Tphbw7YbgUKaYzf2Y5mfm3r9tcCsfv,1.0,1 TON Ref#GA2TCOJWGQ======
2024-11-14 15:49:54,EQDc2Vk7IYoNW-zVTXI0a8-NVroFLMnBGCWfTGkZP09KeI9A,1.0,1 TON Ref#GA2TCOJVGU======
2024-11-14 15:49:52,EQA9bnJDJhTLCcOM07_ee-FlmpAOfKouBPTnWFOvwDYcoXOH,1.0,1 TON Ref#GA2TCOJWGI======
2024-11-14 15:49:50,EQCs2_ya9GFCTbhA7tNA53g_3erqFtL-_crG3eQvvS07hE3b,1.0,1 TON Ref#GA2TCOJWGE======
2024-11-14 15:49:48,EQDbBYHa6ngDXN6AGSFhsPcPzKDiS5U3vi1u451mE3mrj0N0,1.0,1 TON Ref#GA2TCOJWGA======
2024-11-14 15:49:45,EQArGIkeHO-9watp25fVnTY-LsHjB2xVJXuLD4_22PhZ6Qte,1.0,1 TON Ref#GA2TCOJVGY======
2024-11-14 15:49:39,EQDeSv2ZEEBwlhSjs5Ywd8U7CZOMNOgBgQXsx8XOL4LhGRbS,1.0,1 TON Ref#GA2TCOJVGM======
2024-11-14 15:49:46,EQBX_VV4ML0JhBSqzm7480seU5biG9cCSkrjczjm8X5mBJP5,1.0,1 TON Ref#GA2TCOJVHA======
2024-11-14 15:49:30,EQAi1HC5ZCPCH6am6Hrhy3Opf7vPisPl6QOHgnR8laveMhWD,1.0,1 TON Ref#GA2TCOJVGE======
2024-11-14 15:49:27,EQD-h04su7WWmk4NwuebNZAuxQVi985XcmbMoD5obpUymLWm,1.0,1 TON Ref#GA2TCOJUHA======
2024-11-14 15:49:24,EQCqjcCXft2dLyHXLTi0eSS5tR46Ew03sAPRhtAPLY2jIYzw,1.0,1 TON Ref#GA2TCOJUHE======
2024-11-14 15:49:20,EQAprsVhNF4mWRu4WQSL-GDg7FyR2UZWYOGrgyzSq28zKd-i,1.0,1 TON Ref#GA2TCOJUG4======
2024-11-14 15:49:17,EQBdQrwRMDdTce4PKX6q46UDAPBKXcbpci2nrUxxRrGnlnub,1.0,1 TON Ref#GA2TCOJUGM======
2024-11-14 15:49:08,EQCPQG0cNCUo_tSjOjPdG_tp3JSMrv7Ag3anKlUN9WlcI-OZ,1.0,1 TON Ref#GA2TCOJUGI======
2024-11-14 15:49:07,EQALV5p5K1ipOU-LNHJlC5NluKnNJCvpzNIuRkueRvOdZzPw,1.0,1 TON Ref#GA2TCOJUGY======
2024-11-14 15:49:04,EQCCh2RDlvj3YMLBzTUnsxQPjGHlHsqyiB1ON71KyC4KvprF,1.0,1 TON Ref#GA2TCOJTHE======
2024-11-14 15:49:02,EQD1mrro_9wXaedxGAFLo6VmUy5VIiM36Z-Kd9JHwKzSdt2a,1.0,1 TON Ref#GA2TCOJUGQ======
2024-11-14 15:48:39,EQC_2-vL_qLcebypd6FRPSnxXV9CAF1GsIX_XCj4lrVkeJtr,1.0,1 TON Ref#GA2TCOJTGI======
2024-11-14 15:48:38,EQA9bnJDJhTLCcOM07_ee-FlmpAOfKouBPTnWFOvwDYcoXOH,1.0,1 TON Ref#GA2TCOJTG4======
2024-11-14 15:48:37,EQDeSv2ZEEBwlhSjs5Ywd8U7CZOMNOgBgQXsx8XOL4LhGRbS,1.0,1 TON Ref#GA2TCOJTGQ======
2024-11-14 15:48:36,EQCs2_ya9GFCTbhA7tNA53g_3erqFtL-_crG3eQvvS07hE3b,1.0,1 TON Ref#GA2TCOJTGY======
2024-11-14 15:48:40,EQBsC1s0da4OcXeR4FN2f1SRjDuFwFq2_sy0XiYtnzaXhpKE,1.0,1 TON Ref#GA2TCOJTHA======
2024-11-14 15:48:26,EQDbBYHa6ngDXN6AGSFhsPcPzKDiS5U3vi1u451mE3mrj0N0,1.0,1 TON Ref#GA2TCOJTGE======
2024-11-14 15:48:02,EQBjJmZBWNkfw0WKhPygM_EsArv7csdLiOgQ92eMJFNv3h5u,1.0,1 TON Ref#GA2TCOJSG4======
2024-11-14 15:47:40,EQCqjcCXft2dLyHXLTi0eSS5tR46Ew03sAPRhtAPLY2jIYzw,1.0,1 TON Ref#GA2TCOJSGU======
2024-11-14 15:47:47,EQBxKUxgM6wEnlZTHkDKTcGpSjNl1DovmZJUhLkzcHlPhrxW,5.0,5 TON Ref#GA2TCOJSGY======
2024-11-14 15:47:25,EQDyjjEcTe0f15GV7CWEku9tCeRH7gOe6sfPo_TTakGTx8lV,1.0,1 TON Ref#GA2TCOJSGI======
2024-11-14 15:47:22,EQAf7oRT6MX826Et_WlNf3HOWBiHfOf54v78pV26VrtbTrRu,1.0,1 TON Ref#GA2TCOJRG4======
2024-11-14 15:47:25,EQBscn7W5_Qvie5DozJ1uMBVEud6b3IGc4QMhwkd2aanQOmX,1.0,1 TON Ref#GA2TCOJRHE======
2024-11-14 15:47:25,EQBxpVlK85IPnPDsuxEJo6tji6Ic9b_5P9BLvjncBfmlSjsl,1.0,1 TON Ref#GA2TCOJSGE======
2024-11-14 15:47:22,EQBNOhViPJxnpYUZkHByK-JwWD8wNZnrhxdP4cvdZdyCatTH,1.0,1 TON Ref#GA2TCOJSGA======
2024-11-14 15:47:09,EQCs2_ya9GFCTbhA7tNA53g_3erqFtL-_crG3eQvvS07hE3b,1.0,1 TON Ref#GA2TCOJRGU======
2024-11-14 15:47:02,EQDPJPH2wA8o_E0mxNcE5e9brwhFB-z2KFuuDbeL0eek7LjG,1.0,1 TON Ref#GA2TCOJRGY======
2024-11-14 15:47:02,EQDbBYHa6ngDXN6AGSFhsPcPzKDiS5U3vi1u451mE3mrj0N0,1.0,1 TON Ref#GA2TCOJRGQ======
2024-11-14 15:46:49,EQA9bnJDJhTLCcOM07_ee-FlmpAOfKouBPTnWFOvwDYcoXOH,1.0,1 TON Ref#GA2TCOJRGM======
2024-11-14 15:46:48,EQDeSv2ZEEBwlhSjs5Ywd8U7CZOMNOgBgQXsx8XOL4LhGRbS,1.0,1 TON Ref#GA2TCOJQHA======
2024-11-14 15:46:33,EQDd0PjjusD1RflIH6DiE2aJdq9DJKD_WOeuN3ipjrUMxAKC,1.0,1 TON Ref#GA2TCOJQGQ======
2024-11-14 15:46:41,EQBNOhViPJxnpYUZkHByK-JwWD8wNZnrhxdP4cvdZdyCatTH,1.0,1 TON Ref#GA2TCOJQHE======
2024-11-14 15:46:25,EQBscn7W5_Qvie5DozJ1uMBVEud6b3IGc4QMhwkd2aanQOmX,1.0,1 TON Ref#GA2TCOJQGU======
2024-11-14 15:46:17,EQCqjcCXft2dLyHXLTi0eSS5tR46Ew03sAPRhtAPLY2jIYzw,1.0,1 TON Ref#GA2TCOJQGI======
2024-11-14 15:46:22,EQBbMfMak4vhP3vWSwyi1HfGch1uVRl2lO9Wq2NoaKGMRBlO,1.0,1 TON Ref#GA2TCOJQGM======
2024-11-14 15:45:51,EQCPm7FJYl8ToCJZCCWeNpF1_mXR8Ou2quU5EDXVTW8yeu-j,1.0,1 TON Ref#GA2TCOBZHA======
2024-11-14 15:45:54,EQBX_VV4ML0JhBSqzm7480seU5biG9cCSkrjczjm8X5mBJP5,1.0,1 TON Ref#GA2TCOBZHE======
2024-11-14 15:45:41,EQDANrMcYqYrxKJd98H_YhWK7ReDr-TEFyPTd1rJJYoDDa03,1.0,1 TON Ref#GA2TCOBZGY======
2024-11-14 15:45:14,EQBxKUxgM6wEnlZTHkDKTcGpSjNl1DovmZJUhLkzcHlPhrxW,1.0,1 TON Ref#GA2TCOBZGM======
2024-11-14 15:45:10,EQBscn7W5_Qvie5DozJ1uMBVEud6b3IGc4QMhwkd2aanQOmX,1.0,1 TON Ref#GA2TCOBZGE======
2024-11-14 15:45:10,EQBNOhViPJxnpYUZkHByK-JwWD8wNZnrhxdP4cvdZdyCatTH,1.0,1 TON Ref#GA2TCOBZGI======
2024-11-14 15:45:00,EQCJKfpMDbu0ta1PCRWYdgAyj_-hwFzARL7NbZqceGQQUWBN,1.0,1 TON Ref#GA2TCOBZGA======
2024-11-14 15:44:48,EQDeSv2ZEEBwlhSjs5Ywd8U7CZOMNOgBgQXsx8XOL4LhGRbS,1.0,1 TON Ref#GA2TCOBYHA======
2024-11-14 15:44:47,EQCEZB6SeHUL2a1NCJ2Dth-TI-jMYNHIMILItAU8AD0wusg-,1.0,1 TON Ref#GA2TCOBYG4======
2024-11-14 15:44:33,EQDJPEEADczwNeBVjAplEwdw8zl56D6JHibNdvxB3eSJdJOw,1.0,1 TON Ref#GA2TCOBYGU======
2024-11-14 15:44:25,EQCPm7FJYl8ToCJZCCWeNpF1_mXR8Ou2quU5EDXVTW8yeu-j,1.0,1 TON Ref#GA2TCOBYGM======
2024-11-14 15:44:14,EQDlEqkYI_qIuqyMkJVwBuyMyBnsFKMK2D0jnwL4KeKFFLP0,5.0,5 TON Ref#GA2TCOBYGE======
2024-11-14 15:44:14,EQDANrMcYqYrxKJd98H_YhWK7ReDr-TEFyPTd1rJJYoDDa03,1.0,1 TON Ref#GA2TCOBYGA======
2024-11-14 15:44:14,EQDsEyCdoPrPwg-vVfUJmLnABU3l6s4ExZUVCUaHb6UFT9T2,1.0,1 TON Ref#GA2TCOBYGI======
2024-11-14 15:44:00,EQCqjcCXft2dLyHXLTi0eSS5tR46Ew03sAPRhtAPLY2jIYzw,1.0,1 TON Ref#GA2TCOBXHE======
2024-11-14 15:43:58,EQAveSM2Tr4OQXTZTFIeuSUQe80_wqFwU05cgXrjvRBZjWhE,1.0,1 TON Ref#GA2TCOBXG4======
2024-11-14 15:43:43,EQAKDXYIute7p6-YNDFgJkUaiOKxeO_0U7oMVXMrkxEwm5Wl,1.0,1 TON Ref#GA2TCOBXHA======
2024-11-14 15:43:37,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GA2TCOBXGY======
2024-11-14 15:43:34,EQAIblrNsJyEOLt-DX8Ow-iQ-0t4ZrbaJ0recCraQoEZn5EQ,1.0,1 TON Ref#GA2TCOBXGU======
2024-11-14 15:43:28,EQDeSv2ZEEBwlhSjs5Ywd8U7CZOMNOgBgQXsx8XOL4LhGRbS,1.0,1 TON Ref#GA2TCOBXGM======
2024-11-14 15:43:28,EQCPGM6IwFOiwTj1vzbRqlMvfgIr0IRbAkIqOC5fANN7azux,1.0,1 TON Ref#GA2TCOBXGE======
2024-11-14 15:43:28,EQCo6i4-XfCKGynpPrdL3YYgVBJzqO_wB3EmZNCz730q_AIM,1.0,1 TON Ref#GA2TCOBXGI======
2024-11-14 15:43:27,EQBNOhViPJxnpYUZkHByK-JwWD8wNZnrhxdP4cvdZdyCatTH,1.0,1 TON Ref#GA2TCOBXGQ======
2024-11-14 15:43:12,EQAhxNTrYC0Yrxj4F9ElAKRCHbtz96BfWqefkmSKwWSeySpT,1.0,1 TON Ref#GA2TCOBXGA======
2024-11-14 15:42:59,EQDJPEEADczwNeBVjAplEwdw8zl56D6JHibNdvxB3eSJdJOw,1.0,1 TON Ref#GA2TCOBWGY======
2024-11-14 15:43:04,EQBiWJExiwKQryDVttzXyQIyo3ESF0_yY2QtpRwkWicl8OOt,1.0,1 TON Ref#GA2TCOBWHA======
2024-11-14 15:42:36,EQDeSv2ZEEBwlhSjs5Ywd8U7CZOMNOgBgQXsx8XOL4LhGRbS,1.0,1 TON Ref#GA2TCOBWGU======
2024-11-14 15:42:18,EQCEZB6SeHUL2a1NCJ2Dth-TI-jMYNHIMILItAU8AD0wusg-,1.0,1 TON Ref#GA2TCOBWGQ======
2024-11-14 15:42:13,EQDlEqkYI_qIuqyMkJVwBuyMyBnsFKMK2D0jnwL4KeKFFLP0,1.0,1 TON Ref#GA2TCOBWGM======
2024-11-14 15:42:12,EQA9TmpzJxfUIPu0z0WmDUF8cKrk7mMxbC7V2h4PR5pPcz6a,1.0,1 TON Ref#GA2TCOBWGI======
2024-11-14 15:42:07,EQCY9p0hQ6X_CZ-cVSE4KyBakORAou24Pq7uYUbGlpeFAUJ0,1.0,1 TON Ref#GA2TCOBWGA======
2024-11-14 15:42:03,EQCqjcCXft2dLyHXLTi0eSS5tR46Ew03sAPRhtAPLY2jIYzw,1.0,1 TON Ref#GA2TCOBWGE======
2024-11-14 15:41:39,EQCESRuOocfmaV5b-LfXkIdOczBVBl5nfthjEHosDJ_V6Jpx,1.0,1 TON Ref#GA2TCOBVHE======
2024-11-14 15:41:23,EQAJTsabSXc7slrI7Xo16Wg_wvRybRamXjKFsXq2-gZBFdDi,1.0,1 TON Ref#GA2TCOBVG4======
2024-11-14 15:41:20,EQAakNYDbtniv3_vNockTwZEqgBOn6_zOlIXotMcp478Ok9Q,1.0,1 TON Ref#GA2TCOBVHA======
2024-11-14 15:40:50,EQDeSv2ZEEBwlhSjs5Ywd8U7CZOMNOgBgQXsx8XOL4LhGRbS,1.0,1 TON Ref#GA2TCOBVGU======
2024-11-14 15:40:47,EQAQqmn6vLNAHXwreurccKLYBKwpjYpXKEfbK-POUVtKdMu7,1.0,1 TON Ref#GA2TCOBVGQ======
2024-11-14 15:40:36,EQB7jW2-IOK7_SHxROG6ljf1o-JjfU4I1edlOdFPYDeBz861,1.0,1 TON Ref#GA2TCOBVGM======
2024-11-14 15:40:24,EQCESRuOocfmaV5b-LfXkIdOczBVBl5nfthjEHosDJ_V6Jpx,1.0,1 TON Ref#GA2TCOBVGI======
2024-11-14 15:40:19,EQDTf1r6vfURzVlEtikOn0lafHqmnAuwyp_PAZlj5tWp1DRw,1.0,1 TON Ref#GA2TCOBVGE======
2024-11-14 15:40:01,EQAakNYDbtniv3_vNockTwZEqgBOn6_zOlIXotMcp478Ok9Q,1.0,1 TON Ref#GA2TCOBUGY======
2024-11-14 15:40:01,EQAprsVhNF4mWRu4WQSL-GDg7FyR2UZWYOGrgyzSq28zKd-i,1.0,1 TON Ref#GA2TCOBUGI======
2024-11-14 15:39:59,EQDlEqkYI_qIuqyMkJVwBuyMyBnsFKMK2D0jnwL4KeKFFLP0,1.0,1 TON Ref#GA2TCOBUGQ======
2024-11-14 15:40:04,EQBfZxYES5cnSI_0vKrO6lIP9A1yBJiWYB3aRgTNI4PuWLPD,1.0,1 TON Ref#GA2TCOBUG4======
2024-11-14 15:39:24,EQCNvfbmUIUqfdSDmCHD9qUgukc9kY-jkvIT7DMp_5cg9Ucp,1.0,1 TON Ref#GA2TCOBUGA======
2024-11-14 15:39:18,EQDeSv2ZEEBwlhSjs5Ywd8U7CZOMNOgBgQXsx8XOL4LhGRbS,1.0,1 TON Ref#GA2TCOBTHE======
2024-11-14 15:39:01,EQDzLp9ilsMpIySkFONIqfLCf5T9x8yz0Una5qRkAYRiOAM1,1.0,1 TON Ref#GA2TCOBTHA======
2024-11-14 15:38:36,EQD-h04su7WWmk4NwuebNZAuxQVi985XcmbMoD5obpUymLWm,1.0,1 TON Ref#GA2TCOBTGU======
2024-11-14 15:38:23,EQAprsVhNF4mWRu4WQSL-GDg7FyR2UZWYOGrgyzSq28zKd-i,1.0,1 TON Ref#GA2TCOBTGI======
2024-11-14 15:38:29,EQBsMmtSX62cdvVsXZ-PjIAKw4iaOO9i1w-D9Jhl3FVs07Cq,1.0,1 TON Ref#GA2TCOBTG4======
2024-11-14 15:38:29,EQBV_CjQ52VWYU7dLMgZXycCBodhUuZulqt7LDV1xKYepWbh,1.0,1 TON Ref#GA2TCOBTGQ======
2024-11-14 15:38:17,EQC9m25dXdO9Z26NOfW2-YCV3oU1gS5KwI_ZG8uPwQkpBnhz,1.0,1 TON Ref#GA2TCOBTGM======
2024-11-14 15:38:04,EQAf20op5ZIX3WEZZEPv1L3cMwvveajF6i9I4tHfmkUf_eeD,1.0,1 TON Ref#GA2TCOBTGE======
