date,from,value,comment
2024-11-13 20:06:46,EQCEZB6SeHUL2a1NCJ2Dth-TI-jMYNHIMILItAU8AD0wusg-,5.0,5 TON Ref#GAZTGNZTGA======
2024-11-13 20:06:51,EQBq617skkisKaGdHgAL1Btnf98IBhgOT2OR3y0NieSD2-Gj,2.93,2.93 TON Ref#GAZTGNZTGI======
2024-11-13 20:07:00,EQBttXtPb_65RcFB0kvdIDk3gEY-TQgov_AW3CT6zdVwFHPR,3.56,3.56 TON Ref#GAZTGNZUGY======
2024-11-13 20:07:04,EQDBhRgB39DMZk_rL1duKpdk3cP_QwrXOZSZgYVOQSQaaIi5,3.9,3.9 TON Ref#GAZTGNZUGM======
2024-11-13 20:07:10,EQAoBElX4bPOgUOlg5-9EMv-KgW281fDnfI3f0LXxKX2H1E2,2.37,2.37 TON Ref#GAZTGNZUHA======
2024-11-13 20:07:17,EQBaNc6CNxG5AgwMcFe3xGCfemLObfO2lyQIiAH5NWYvvmpL,4.75,4.75 TON Ref#GAZTGNZVGE======
2024-11-13 20:07:23,EQA2p4LlTubT_1Cc8CZZL94SJ4HhNJ4f5l2FSOn_xx_c22MG,2.56,2.56 TON Ref#GAZTGNZVGA======
2024-11-13 20:07:29,EQCBEhdb4cppCPqfonWxOazQSSx_OynQTWxuMlzb_-ZOnaz-,2.43,2.43 TON Ref#GAZTGNZVGQ======
2024-11-13 20:07:29,EQCPm7FJYl8ToCJZCCWeNpF1_mXR8Ou2quU5EDXVTW8yeu-j,1.5,1.5 TON Ref#GAZTGNZVGU======
2024-11-13 20:07:42,EQBvJ9VUEEIh9JBKiAcJPRR81HkY7eN1IGEDtWcaDPgL5sLw,2.92,2.92 TON Ref#GAZTGNZWGI======
2024-11-13 20:07:42,EQB086sjv8fwizDqkMMLD7fNiM_P0b6E3Bh-v8lXYjQ9MMf_,2.21,2.21 TON Ref#GAZTGNZVHA======
2024-11-13 20:07:48,EQCnd-WQ5EotdEhd1-9zQBAqzAiQsZjb_ibcovESbh_aMjQ0,5.0,5 TON Ref#GAZTGNZXGM======
2024-11-13 20:07:48,EQAveSM2Tr4OQXTZTFIeuSUQe80_wqFwU05cgXrjvRBZjWhE,2.34,2.34 TON Ref#GAZTGNZVHE======
2024-11-13 20:07:49,EQBGlrY4mYjxtJU_vLnVsWX8W86O8-DkG8ywP6Ra5gK7yBvv,5.0,5 TON Ref#GAZTGNZXGY======
2024-11-13 20:07:52,EQB1bmSKPwJT5UOIf9O--3uc96zP-TZAkh6u_DCbRdkbzo8T,5.0,5 TON Ref#GAZTGNZXGQ======
2024-11-13 20:08:00,EQBs2Pey7mmXEoLsE4OTjIrvLrpbiuLbIY0XEBn8rbsHYS9S,3.25,3.25 TON Ref#GAZTGNZXHE======
2024-11-13 20:08:00,EQBSidujOLVpm2wbvsZj3dKdWYk3Xqr3wmVrGula7c-oRX1q,2.22,2.22 TON Ref#GAZTGNZYGA======
2024-11-13 20:08:03,EQD8XUWj2K1yI4K8eRFh_Cnv9uq0haTGjnzcAUt8Y4T07N41,3.24,3.24 TON Ref#GAZTGNZYGI======
2024-11-13 20:08:05,EQARbyvycs1uxOxAj_-MQODP-WksPpUluTnlOI3oHZ7bd2sD,3.24,3.24 TON Ref#GAZTGNZYG4======
2024-11-13 20:08:06,EQCw2VcmVunx8aHpxWTihuOQ-_9oREt2WxOAMZRyfBHw3jF3,5.0,5 TON Ref#GAZTGNZYGM======
2024-11-13 20:08:07,EQBtOsNakhRD7szpyFPz3hM7iEWrdDy3XgMLvL7I74OirgDj,3.07,3.07 TON Ref#GAZTGNZZGE======
2024-11-13 20:08:07,EQBNOhViPJxnpYUZkHByK-JwWD8wNZnrhxdP4cvdZdyCatTH,3.0,3 TON Ref#GAZTGNZYGY======
2024-11-13 20:08:09,EQCFBkbWIE6WEsYahA3EUU3FGmSlOITIL3XDac4FXjmryqL1,1.43,1.43 TON Ref#GAZTGNZZGI======
2024-11-13 20:08:10,EQDL0VRqa-eTpASVZDhoPXuw3TH5NWNUcSzIyXXDkEgXkLPu,4.79,4.79 TON Ref#GAZTGNZYGQ======
2024-11-13 20:08:10,EQDlraWPbGxzFjC1j1CQv945tcMLJ8wj9B0L-0O-_fjwF7zk,4.26,4.26 TON Ref#GAZTGNZZGA======
2024-11-13 20:08:34,EQB2w7h84p9a9Xpw77IOTcWO5iPu0_QOASMHdHGIUvXGtq-a,2.12,2.12 TON Ref#GAZTGOBQGM======
2024-11-13 20:08:38,EQD2gYu5RTkUkr9ew4wyDFlah5YBOoUnA-9ud4DPsfZAd09E,4.73,4.73 TON Ref#GAZTGNZZHA======
2024-11-13 20:08:41,EQCkJoabGANOlHc3o5sfLjWJ_dIodlCPRGQqcjLF2K9WApq-,3.78,3.78 TON Ref#GAZTGOBQGQ======
2024-11-13 20:08:42,EQB8y3mPEWV60b6T11lk-X3E1iivutqdVIbAdP7xXeQrfZxV,3.12,3.12 TON Ref#GAZTGOBQG4======
2024-11-13 20:08:44,EQDxyZzNH6BI2QplE7Co5J8j8MxIcU98pX1N4mgYwaluR82B,5.0,5 TON Ref#GAZTGOBRGE======
2024-11-13 20:08:45,EQCoOqQsKfkAT1cCgmcy1fhGnxJzKDHSwgVKFN-pK61FPrLh,2.72,2.72 TON Ref#GAZTGOBRGM======
2024-11-13 20:08:45,EQCLgnWJD8rwIsShy69AlcThLj_fSM_CLd2N-KHfZtEOMxyO,5.0,5 TON Ref#GAZTGOBQHA======
2024-11-13 20:08:53,EQCjKl8GZuKAZ8nMC5JB1vZjlGzjQZ2gdhYtfSSwOf7cNlK_,2.77,2.77 TON Ref#GAZTGOBRG4======
2024-11-13 20:09:04,EQD5Ah-4dWQElqvk0pekIj01VeHW3GNcQsQX4UknbG_xv8EX,3.0,3 TON Ref#GAZTGOBSGE======
2024-11-13 20:09:08,EQA0LaOy56T5YShaA_I032jHDa9fow_azcQzyDcFGtEnCWGx,3.75,3.75 TON Ref#GAZTGOBSGI======
2024-11-13 20:09:10,EQB9NesyV-tBC7OVaEYioNzUUZBhmsg6T75Yssx3cx_sdC-T,1.79,1.79 TON Ref#GAZTGOBSHA======
2024-11-13 20:09:14,EQAhD93dlBjko7ZNT0eIkHbZ7ZI3ngPpPhCSUJpO0sAyB3TX,2.8,2.8 TON Ref#GAZTGOBTGE======
2024-11-13 20:09:17,EQDdcm0yWneOI0n1SN7KmGi918Nw0gIjXwp6-JjbUQ7OLnXF,4.55,4.55 TON Ref#GAZTGOBTHA======
2024-11-13 20:09:21,EQDk16by4lHXRPJxCELq6YTzV8Nf1z-7s3_BWi1AAwZKzto5,2.24,2.24 TON Ref#GAZTGOBSG4======
2024-11-13 20:09:25,EQDNVn2BT41TkwZJXHQ6JBwWkFHhhvdsOjdyxIutcDfo8YAB,0.11,0.11 TON Ref#GAZTGOBTGQ======
2024-11-13 20:09:26,EQBdKfeZhl9fBDj8UIghqQH5tHN4RY5Effp1xv6Kec2eq2CO,2.4,2.4 TON Ref#GAZTGOBTG4======
2024-11-13 20:09:29,EQCzoFmnrivfXSPmuUKGPOTJJRrmz3360LMkEBk1AdNeihMy,5.0,5 TON Ref#GAZTGOBTGI======
2024-11-13 20:09:33,EQACu32JsBBqKMhcqrJlic7N89YFfrmUECQ52WYLRFGoBLUM,5.0,5 TON Ref#GAZTGOBUGE======
2024-11-13 20:09:36,EQBr7IhvrRhUYe0doqCDvxf96gHeH3BgZ7sLSaaNwYjQr4pR,2.19,2.19 TON Ref#GAZTGOBVGU======
2024-11-13 20:09:36,EQBO1_I8e_9KsZX5U52B069ESz7om-cpbGPNl9Qd3nmB--2z,3.73,3.73 TON Ref#GAZTGOBTHE======
2024-11-13 20:09:41,EQBGqlHVFiaPYxJZcvF-l-I2ntbXk3XmCZDehmXL8zrg8jFM,5.0,5 TON Ref#GAZTGOBWGA======
2024-11-13 20:09:48,EQAzQQv7_BMDGTf5aKmmxt0OZ2bt1B8rO9bRgl5hVYJ-vVfP,2.36,2.36 TON Ref#GAZTGOBVGE======
2024-11-13 20:09:48,EQAJbSYXS68UkhwKcV7X2WcG-_cu44yPp3v1dI6OzCTRCY-x,2.8,2.8 TON Ref#GAZTGOBWG4======
2024-11-13 20:09:51,EQDcym0-0e5Uqhhx6hSisfCo6SsPClIUojVAkFi0A2YFGKxq,5.0,5 TON Ref#GAZTGOBVGY======
2024-11-13 20:09:52,EQChslkctRs7fN7yRTV6zF5jg3YdujtiPGRYH1TnbzTfhREv,1.53,1.53 TON Ref#GAZTGOBWGI======
2024-11-13 20:09:53,EQArkDWxbrQyyZ1OaTD6OBHzk-eq7hufprp_HW1KFlZfUGCK,3.3,3.3 TON Ref#GAZTGOBWGE======
2024-11-13 20:09:56,EQD9KmkyJdCSQ3vpLBWWFjp-itQPs7haIJp438Bvdeiw-2ps,5.0,5 TON Ref#GAZTGOBXGQ======
2024-11-13 20:09:59,EQDyBXkFkT2JXQBcRv5YhKMf31ZF1ldMe5JHJiunxieyGRvH,3.13,3.13 TON Ref#GAZTGOBXGY======
2024-11-13 20:09:59,EQD2lc-CXkMP9RG06mtUKUts-VjBUHnIkYl1x0dNJnQ27Sca,2.81,2.81 TON Ref#GAZTGOBXHA======
2024-11-13 20:10:00,EQADTuXOKrC_45uQJkT0DIxM6A_MFyMHP0w6GMqH8nM0KNiX,2.83,2.83 TON Ref#GAZTGOBXGU======
2024-11-13 20:10:03,EQDMEbk1rX2xjBgwB-NU8FqjYMODzNYU9jfzNvHBm5ceJUNn,4.49,4.49 TON Ref#GAZTGOBWHE======
2024-11-13 20:10:06,EQCkDCkoGqzTIXpf80DZ883FmvJsKVsEacG88RnJbRdtACH2,3.0,3 TON Ref#GAZTGOBXHE======
2024-11-13 20:10:07,EQDBhlNOlmpj3TsR-KOfoO_kSAgbZrtD023fROh72vBuY2t5,5.0,5 TON Ref#GAZTGOBYGA======
2024-11-13 20:10:18,EQA-LWiDrGyE99SHYSDIYfdeeF79n7Ivr-RIhQWz0Nswk7HX,2.45,2.45 TON Ref#GAZTGOBYHE======
2024-11-13 20:10:19,EQBpjkYmlvTarFfmOmuAZhijZ3Cpr9hsCvu20ua7slBtpFai,5.0,5 TON Ref#GAZTGOBYHA======
2024-11-13 20:10:22,EQAmcjVNaR_7OQlR8aT9xrZoI93OptfyDtOHzLKYJdA6q2wK,5.0,5 TON Ref#GAZTGOBYGE======
2024-11-13 20:10:30,EQBnBgHivtQMSGUPJ0EWilThDzQDjETWb1hPYtrpuB0V_ttd,3.0,3 TON Ref#GAZTGOBYGI======
2024-11-13 20:10:39,EQBa4nlLPz9Rb1WTdi0Cf7xSLSRQFsnVzqyHbupgruOemz00,5.0,5 TON Ref#GAZTGOBYGQ======
2024-11-13 20:10:45,EQCxVC8YP4umftiZvBbPxitNHD0MpJ3LAQ3Rjkr_PhqTAl3K,2.72,2.72 TON Ref#GAZTGOJQHA======
2024-11-13 20:10:45,EQBQcA_Jt8FdpiUImp4IsX4ktkGAHpNN5-tUlG9T7k9vdSoG,2.79,2.79 TON Ref#GAZTGOJQGQ======
2024-11-13 20:10:50,EQAmdkI6NheiTIhGZX1c7sLJt9o2dXKxkpCMNsBaprmcIqk3,2.23,2.23 TON Ref#GAZTGOJRGE======
2024-11-13 20:10:51,EQCG9ZBymovXCavbF4sFpuHYPzhySCdgqI55bzwsf6iu8iBJ,4.71,4.71 TON Ref#GAZTGOJRGU======
2024-11-13 20:10:59,EQDdhZ6XVI1TOW6IH1RgWbA3iK80HeGkh-YVeLQHqiORW5eL,2.13,2.13 TON Ref#GAZTGOJSGM======
2024-11-13 20:10:59,EQDsLPUXE0ouJcJ3RpcmvCdoLqD-8tEINmXFWQMxeG0fZ3Cr,1.43,1.43 TON Ref#GAZTGOJRGI======
2024-11-13 20:11:06,EQAl27oBR1GDG0NJdIirNlsyGP_1oanaHNij8kVH7ROyNKQ5,5.0,5 TON Ref#GAZTGOJSGQ======
2024-11-13 20:11:09,EQASZRYcGqEVikyCWY6EzjNFYBustclpY6HJyEFko6L5kGLy,2.33,2.33 TON Ref#GAZTGOJRHA======
2024-11-13 20:11:09,EQB4mEqwloHOyZS6pnRN8yD2AnN4gzP-l6p8MLFzRDDjkqEL,3.73,3.73 TON Ref#GAZTGOJTGQ======
2024-11-13 20:11:15,EQDeaDC9OQC6o9_eDCTXChDucg-NXd2MzfDHm9eewBV_mYZb,3.83,3.83 TON Ref#GAZTGOJSGE======
2024-11-13 20:11:17,EQDmIvqaQ-jftKUNZ5TQD0dyudDf0Tl5bbKZNiSHeCzl_n-m,3.69,3.69 TON Ref#GAZTGOJTGY======
2024-11-13 20:11:19,EQBL0TWYOvhOt-h5mQ-XeaZ_d_iQqC5Yz4T2RbW1hwYApZav,2.81,2.81 TON Ref#GAZTGOJUGA======
2024-11-13 20:11:22,EQA8CLWwQUn5AmSR6MKo5Cmn3E1pp_3BmO7L0Xy6c8TRK0PS,3.32,3.32 TON Ref#GAZTGOJUGI======
2024-11-13 20:11:22,EQALSciNm3IflPQgDuggEVSpPDYFW8EHpc_WVHqHdWeCnC2K,3.24,3.24 TON Ref#GAZTGOJUGE======
2024-11-13 20:11:27,EQDi-pCfb-ay-TxPjxxoRDjXl3ofP7uVKNGmcN8_v-LJo41c,2.69,2.69 TON Ref#GAZTGOJUGQ======
2024-11-13 20:11:29,EQAVHi5ANiJtlxb-daQnWM0fv09ypAtxvYrpB4vMAoEMXnng,4.26,4.26 TON Ref#GAZTGOJSHA======
2024-11-13 20:11:35,EQCse_OD7xPX99Xp6XuzFnpwbwrQbtTn2cLyh9yOEE6dJ1OY,3.0,3 TON Ref#GAZTGOJUGM======
2024-11-13 20:11:41,EQA8xyjADLM3s5eMj1K2bF3rWDoENJXGugVx-jJOnB106Me7,0.95,0.95 TON Ref#GAZTGOBUGQ======
2024-11-13 20:11:48,EQB8MiQ8Y_cHvP-9fE74w1Sd49MYdafkb3_l7UYvlhFqIo__,3.72,3.72 TON Ref#GAZTGOJVGY======
2024-11-13 20:11:54,EQApx3-DJX73HaWuNn23q80dJsLaOJlc3IjO6toH8Kk_u_cf,3.26,3.26 TON Ref#GAZTGOJVGQ======
2024-11-13 20:12:08,EQBMN61Fn15ccrFYvj2lQ3A9GpI4Sf3IW6IetmeobMXtH7SW,4.0,4 TON Ref#GAZTGOJWGI======
2024-11-13 20:12:10,EQCMAByJtpE8MxeR4ba1Dks4u_QTTcN4kVKGM4CkfNf-yHXj,1.93,1.93 TON Ref#GAZTGOJXGE======
2024-11-13 20:12:25,EQDFULUbqBi38rp5XeugxCUddLJ51YB3OnTKlPK_gKQYk3Pp,4.0,4 TON Ref#GAZTGOJXGY======
2024-11-13 20:12:38,EQCiEqjFR55OmakwuTckZzL7ZLX1Qhju5uKAFs6oYu5tg7J3,3.52,3.52 TON Ref#GAZTGOJXGA======
2024-11-13 20:12:38,EQA10L5f4udm687ylOdY-CaMy6svwtBFLgoiQ38HpGOae9Hh,5.0,5 TON Ref#GAZTGOJXG4======
2024-11-13 20:12:39,EQB-BA43sf_8EC1Ownnmx0BzpjnzIvu5p_EP3cDccVPThnbJ,2.54,2.54 TON Ref#GAZTGOJYGI======
2024-11-13 20:12:39,EQD0POnaNr0lPQqChaoJ1NIHYFWfGlRkp7XdLN1CTmilAY8z,3.74,3.74 TON Ref#GAZTGOJYGU======
2024-11-13 20:12:45,EQA88HhZXEep0a8701ZPEO99-xq8I1RuM8gdGs85qPhuzang,5.0,5 TON Ref#GAZTGOJYHA======
2024-11-13 20:12:50,EQCIyymmJmbl80SB7c_ijugV2XLbuY9FIPsOvkOtge1ijFM1,2.2,2.2 TON Ref#GAZTGOJYGQ======
2024-11-13 20:12:56,EQAK9UrY8xSscmVpZ_33qZ0NJNW0gFd7EXLSz-k-XFtEpiWh,2.98,2.98 TON Ref#GAZTGOJZGA======
2024-11-13 20:12:59,EQDcB_HCey0uyYbVfiWB4VJ8xtY0e39Wa4ZJTC9j-9u1J2vn,3.21,3.21 TON Ref#GAZTGOJZGI======
