date,from,value,comment,lt
2024-11-18 07:35:45,EQB4buVsvHF5WNFxCw3OiFvO2bZNGSSdodNg2lMMqJmnyyZd,1.0,1 TON Ref#GEYDCNBXGY======,51002186000003
2024-11-18 07:35:32,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GEYDCNBXGU======,51002181000003
2024-11-18 07:34:34,EQCFWfR2LaulRE29PYFRT2tUidKV8aXqALzx_rx5Cm7hoHJO,1.0,1 TON Ref#GEYDCNBXGQ======,51002161000001
2024-11-18 07:34:04,EQDJPEEADczwNeBVjAplEwdw8zl56D6JHibNdvxB3eSJdJOw,1.0,1 TON Ref#GEYDCNBXGM======,51002152000001
2024-11-18 07:32:41,EQC3wnAUDiV8linodccyI9XLvGXIAnHuhrypUPeU-kZaR-ar,1.0,1 TON Ref#GEYDCNBXGA======,51002117000001
2024-11-18 07:31:28,EQDinEjmKKHV0GhPNX_ElalCTQ6jo4zFFzwgQPZRjOnlXwI4,1.0,1 TON Ref#GEYDCNBWHE======,51002087000001
2024-11-18 07:27:59,EQCjK4p8nrYYyid8JJZ44RAlD7fpOmd2QFCCzwifNo1coyjd,1.0,1 TON Ref#GEYDCNBWG4======,51002005000002
2024-11-18 07:27:56,EQDinEjmKKHV0GhPNX_ElalCTQ6jo4zFFzwgQPZRjOnlXwI4,1.0,1 TON Ref#GEYDCNBWGY======,51002005000001
2024-11-18 07:27:42,EQBZGrQOJm_fo7FtMnB7YSKiIhr3koM1sDW6EhmLr-8CvuTX,1.0,1 TON Ref#GEYDCNBWGU======,51001995000003
2024-11-18 07:26:18,EQBZGrQOJm_fo7FtMnB7YSKiIhr3koM1sDW6EhmLr-8CvuTX,1.0,1 TON Ref#GEYDCNBWGQ======,51001961000003
2024-11-18 07:25:45,EQC1LztXTwoJpfxMOPQ8wQYtX-5SwALaImA3nRK5hUQbnCo4,1.0,1 TON Ref#GEYDCNBWGM======,51001954000002
2024-11-18 07:25:42,EQDinEjmKKHV0GhPNX_ElalCTQ6jo4zFFzwgQPZRjOnlXwI4,1.0,1 TON Ref#GEYDCNBWGI======,51001954000001
2024-11-18 07:25:27,EQBFXPKJkH69piJoET_9qMYUDgllvrH5lfKzgXl680rBLA9I,1.0,1 TON Ref#GEYDCNBWGE======,51001943000003
2024-11-18 07:24:23,EQC1LztXTwoJpfxMOPQ8wQYtX-5SwALaImA3nRK5hUQbnCo4,1.0,1 TON Ref#GEYDCNBVHE======,51001920000001
2024-11-18 07:24:00,EQCgJFAV8j6HpIo7HsYQhKLvUcz9NKu13gfp1qCmhbnXHIUW,5.0,5 TON Ref#GEYDCNBVHA======,51001910000001
2024-11-18 07:23:37,EQC1LztXTwoJpfxMOPQ8wQYtX-5SwALaImA3nRK5hUQbnCo4,1.0,1 TON Ref#GEYDCNBVG4======,51001900000001
2024-11-18 07:23:20,EQDo0fWZvVmUTUaXX3tEv2d4w81YlvtiTXfgL4zLQAJ1JB5g,1.0,1 TON Ref#GEYDCNBVGY======,51001893000001
2024-11-18 07:22:42,EQDinEjmKKHV0GhPNX_ElalCTQ6jo4zFFzwgQPZRjOnlXwI4,1.0,1 TON Ref#GEYDCNBVGU======,51001878000001
2024-11-18 07:22:25,EQC1LztXTwoJpfxMOPQ8wQYtX-5SwALaImA3nRK5hUQbnCo4,1.0,1 TON Ref#GEYDCNBVGQ======,51001871000001
2024-11-18 07:21:06,EQCDJPHOd8ZKFWiCxSQKKSW3RvUqjx61YzZ5g_N7tUlIK3bW,1.0,1 TON Ref#GEYDCNBVGI======,51001842000001
2024-11-18 07:20:31,EQDinEjmKKHV0GhPNX_ElalCTQ6jo4zFFzwgQPZRjOnlXwI4,1.0,1 TON Ref#GEYDCNBVGE======,51001826000001
2024-11-18 07:19:57,EQCFWfR2LaulRE29PYFRT2tUidKV8aXqALzx_rx5Cm7hoHJO,1.0,1 TON Ref#GEYDCNBUHA======,51001812000001
2024-11-18 07:19:54,EQDvKPwDLTycQx4HU3jtWe0qQIxjAqRw7FPuLgDtWvSvC74b,1.0,1 TON Ref#GEYDCNBUHE======,51001811000001
2024-11-18 07:19:38,EQCMjUZLs2gQ4z9vsPAfACYbSz7-wIQ7OFJTbBkA0ErY6BYP,1.34,1.34 TON Ref#GEYDCNBUG4======,51001804000001
2024-11-18 07:19:00,EQC1LztXTwoJpfxMOPQ8wQYtX-5SwALaImA3nRK5hUQbnCo4,1.0,1 TON Ref#GEYDCNBUGY======,51001788000001
2024-11-18 07:18:40,EQDinEjmKKHV0GhPNX_ElalCTQ6jo4zFFzwgQPZRjOnlXwI4,1.0,1 TON Ref#GEYDCNBUGU======,51001781000001
2024-11-18 07:17:39,EQC1LztXTwoJpfxMOPQ8wQYtX-5SwALaImA3nRK5hUQbnCo4,1.0,1 TON Ref#GEYDCNBUGE======,51001757000001
2024-11-18 07:15:45,EQC1LztXTwoJpfxMOPQ8wQYtX-5SwALaImA3nRK5hUQbnCo4,1.0,1 TON Ref#GEYDCNBUGA======,51001711000001
2024-11-18 07:14:23,EQC1LztXTwoJpfxMOPQ8wQYtX-5SwALaImA3nRK5hUQbnCo4,1.0,1 TON Ref#GEYDCNBTHE======,51001679000001
2024-11-18 07:13:52,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCNBTHA======,51001667000001
2024-11-18 07:11:50,EQC1LztXTwoJpfxMOPQ8wQYtX-5SwALaImA3nRK5hUQbnCo4,2.89,2.89 TON Ref#GEYDCNBTGU======,51001620000001
2024-11-18 07:06:12,EQDtxGRdulWMjBOUSGJhsHPvvwGYITsqmnpa1VUu9CUqfzDG,1.0,1 TON Ref#GEYDCNBTGA======,51001486000001
2024-11-18 07:05:43,EQDqs_esN9A8_1t1QvA44I2C9K7WYP9pZWgB4YLAyW0OtVUW,1.0,1 TON Ref#GEYDCNBSHE======,51001475000001
2024-11-18 07:05:36,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GEYDCNBSHA======,51001473000001
2024-11-18 07:04:45,EQDtxGRdulWMjBOUSGJhsHPvvwGYITsqmnpa1VUu9CUqfzDG,1.0,1 TON Ref#GEYDCNBSGY======,51001456000001
2024-11-18 07:04:31,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GEYDCNBSGQ======,51001449000001
2024-11-18 07:03:46,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GEYDCNBSGM======,51001430000001
2024-11-18 07:03:26,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GEYDCNBSGI======,51001423000001
2024-11-18 07:02:39,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GEYDCNBSGE======,51001404000001
2024-11-18 07:02:30,EQDtxGRdulWMjBOUSGJhsHPvvwGYITsqmnpa1VUu9CUqfzDG,1.0,1 TON Ref#GEYDCNBSGA======,51001401000001
2024-11-18 07:01:38,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GEYDCNBRHE======,51001380000001
2024-11-18 07:01:01,EQDtxGRdulWMjBOUSGJhsHPvvwGYITsqmnpa1VUu9CUqfzDG,1.0,1 TON Ref#GEYDCNBRHA======,51001367000001
2024-11-18 07:00:20,EQDtxGRdulWMjBOUSGJhsHPvvwGYITsqmnpa1VUu9CUqfzDG,1.0,1 TON Ref#GEYDCNBRGU======,51001353000001
2024-11-18 06:59:46,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GEYDCNBRGQ======,51001339000001
2024-11-18 06:59:37,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCNBRGM======,51001335000001
2024-11-18 06:59:08,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GEYDCNBRGI======,51001322000001
2024-11-18 06:57:43,EQAo1A5jcgvIoVwZWULBHuaqA5B0dhML2atQETiCgMyfv8Vo,5.0,5 TON Ref#GEYDCNBRGA======,51001289000001
2024-11-18 06:57:17,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCNBQHE======,51001279000001
2024-11-18 06:57:01,EQDXymQxSWkvt88YC0hyJESW0LbuDrvHLfMe2mZ_CReJWRpS,1.0,1 TON Ref#GEYDCNBQHA======,51001272000001
2024-11-18 06:56:50,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GEYDCNBQG4======,51001268000001
2024-11-18 06:54:46,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GEYDCNBQGY======,51001222000001
2024-11-18 06:54:43,EQCvRs7xkWxp8Cb8tMrDRokMxw1W8_kXu1WLkF43zxtMeOvY,1.0,1 TON Ref#GEYDCNBQGU======,51001221000001
2024-11-18 06:53:39,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GEYDCNBQGQ======,51001193000003
2024-11-18 06:53:16,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZZGY======,51001187000001
2024-11-18 06:52:40,EQBFXPKJkH69piJoET_9qMYUDgllvrH5lfKzgXl680rBLA9I,1.0,1 TON Ref#GEYDCNBQGE======,51001170000003
2024-11-18 06:52:12,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GEYDCMZZHA======,51001164000001
2024-11-18 06:50:58,EQD_sr5_wHEvYbCQdHcrkFse1kf90t0DEEdmrVXcM0lTdzZD,1.0,1 TON Ref#GEYDCMZZGM======,51001132000001
2024-11-18 06:50:54,EQD4zrCRh4XPfzDGiMinsA_vbc13E9kpfcGBpqoYdu2K-opU,1.0,1 TON Ref#GEYDCMZZGI======,51001131000001
2024-11-18 06:50:32,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZZGA======,51001121000001
2024-11-18 06:50:31,EQAwUfVjSFHrlpQ1ApUM68nGOELWoDMZ5bANjFax1ounuCaf,1.0,1 TON Ref#GEYDCMZZGE======,51001120000001
2024-11-18 06:49:54,EQDvKPwDLTycQx4HU3jtWe0qQIxjAqRw7FPuLgDtWvSvC74b,1.0,1 TON Ref#GEYDCMZYHA======,51001106000001
2024-11-18 06:49:34,EQD4zrCRh4XPfzDGiMinsA_vbc13E9kpfcGBpqoYdu2K-opU,1.0,1 TON Ref#GEYDCMZYG4======,51001098000001
2024-11-18 06:48:37,EQD4zrCRh4XPfzDGiMinsA_vbc13E9kpfcGBpqoYdu2K-opU,1.0,1 TON Ref#GEYDCMZXHE======,51001076000001
2024-11-18 06:47:59,EQAyePXvv_5F0opZCB65U6lunusMbKsqtcqA9y8dbzPxoTO7,1.0,1 TON Ref#GEYDCMZXG4======,51001061000001
2024-11-18 06:47:24,EQD4zrCRh4XPfzDGiMinsA_vbc13E9kpfcGBpqoYdu2K-opU,1.0,1 TON Ref#GEYDCMZXGY======,51001047000001
2024-11-18 06:47:13,EQCaYwL22osxYlswkTjhnlP6N0EGvjBVSkbh5SWVYb0nbBv8,1.0,1 TON Ref#GEYDCMZXGU======,51001044000001
2024-11-18 06:46:09,EQApbofDxsRSarTWsfPlOM7mQz8_N8vi7xEyTdgPcWJUOWQ4,3.28,3.28 TON Ref#GEYDCMZXGQ======,51001020000001
2024-11-18 06:45:21,EQD0gtzgmJExo-cCPB0o4q3TvhZ0laLvEZ-g21jKSQ6lZKq4,1.0,1 TON Ref#GEYDCMZXGM======,51001000000001
2024-11-18 06:44:46,EQD4zrCRh4XPfzDGiMinsA_vbc13E9kpfcGBpqoYdu2K-opU,1.0,1 TON Ref#GEYDCMZXGI======,51000988000001
2024-11-18 06:44:20,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZXGE======,51000978000001
2024-11-18 06:43:34,EQD4zrCRh4XPfzDGiMinsA_vbc13E9kpfcGBpqoYdu2K-opU,1.0,1 TON Ref#GEYDCMZXGA======,51000962000001
2024-11-18 06:41:45,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZWHE======,51000919000002
2024-11-18 06:41:45,EQCTxpW9Wx0VoHVag5VE4CqOVbiQINu3PqIlOXpYmp9Kb-f4,5.0,5 TON Ref#GEYDCMZWHA======,51000919000001
2024-11-18 06:40:36,EQA8CLWwQUn5AmSR6MKo5Cmn3E1pp_3BmO7L0Xy6c8TRK0PS,5.0,5 TON Ref#GEYDCMZWGY======,51000892000001
2024-11-18 06:40:27,EQD4zrCRh4XPfzDGiMinsA_vbc13E9kpfcGBpqoYdu2K-opU,1.0,1 TON Ref#GEYDCMZWGU======,51000889000001
2024-11-18 06:40:22,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZWGQ======,51000887000001
2024-11-18 06:40:13,EQCTxpW9Wx0VoHVag5VE4CqOVbiQINu3PqIlOXpYmp9Kb-f4,1.0,1 TON Ref#GEYDCMZWGM======,51000883000001
2024-11-18 06:39:18,EQBFXPKJkH69piJoET_9qMYUDgllvrH5lfKzgXl680rBLA9I,1.0,1 TON Ref#GEYDCMZWGE======,51000861000003
2024-11-18 06:38:36,EQCTxpW9Wx0VoHVag5VE4CqOVbiQINu3PqIlOXpYmp9Kb-f4,1.0,1 TON Ref#GEYDCMZWGA======,51000848000001
2024-11-18 06:37:48,EQAU9Bwt1aqjq65TEXLAQKfN9cm6s_vnMjVCPzejShIiKKrP,1.0,1 TON Ref#GEYDCMZVG4======,51000829000001
2024-11-18 06:36:56,EQCTxpW9Wx0VoHVag5VE4CqOVbiQINu3PqIlOXpYmp9Kb-f4,1.0,1 TON Ref#GEYDCMZVGQ======,51000809000001
2024-11-18 06:35:27,EQCTxpW9Wx0VoHVag5VE4CqOVbiQINu3PqIlOXpYmp9Kb-f4,1.0,1 TON Ref#GEYDCMZVGM======,51000776000001
2024-11-18 06:35:00,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GEYDCMZVGE======,51000765000001
2024-11-18 06:34:35,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZVGA======,51000754000001
2024-11-18 06:34:26,EQBoTxtpChkjyFLk_8M2sVrKlUjR-S3smi6_gE0PBxO_ii0p,1.0,1 TON Ref#GEYDCMZUHE======,51000747000003
2024-11-18 06:33:35,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZUHA======,51000729000001
2024-11-18 06:32:47,EQCTxpW9Wx0VoHVag5VE4CqOVbiQINu3PqIlOXpYmp9Kb-f4,1.0,1 TON Ref#GEYDCMZUGY======,51000709000001
2024-11-18 06:32:36,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZUGU======,51000705000001
2024-11-18 06:32:42,EQBFXPKJkH69piJoET_9qMYUDgllvrH5lfKzgXl680rBLA9I,1.0,1 TON Ref#GEYDCMZUG4======,51000704000003
2024-11-18 06:30:45,EQCTxpW9Wx0VoHVag5VE4CqOVbiQINu3PqIlOXpYmp9Kb-f4,1.0,1 TON Ref#GEYDCMZUGQ======,51000663000001
2024-11-18 06:29:35,EQCTxpW9Wx0VoHVag5VE4CqOVbiQINu3PqIlOXpYmp9Kb-f4,1.0,1 TON Ref#GEYDCMZUGM======,51000635000001
2024-11-18 06:28:15,EQDpBqA-nYlC84PsuH7OQDe9-xFCuRqREwvuMu9-6eI79_Ba,1.0,1 TON Ref#GEYDCMZUGI======,51000604000001
2024-11-18 06:27:40,EQCFWfR2LaulRE29PYFRT2tUidKV8aXqALzx_rx5Cm7hoHJO,1.0,1 TON Ref#GEYDCMZUGE======,51000590000001
2024-11-18 06:27:02,EQCTxpW9Wx0VoHVag5VE4CqOVbiQINu3PqIlOXpYmp9Kb-f4,1.0,1 TON Ref#GEYDCMZUGA======,51000578000001
2024-11-18 06:26:43,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZTHE======,51000569000001
2024-11-18 06:25:40,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZTG4======,51000545000001
2024-11-18 06:24:01,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GEYDCMZTGY======,51000500000003
2024-11-18 06:21:14,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZTGM======,51000437000001
2024-11-18 06:19:18,EQCFWfR2LaulRE29PYFRT2tUidKV8aXqALzx_rx5Cm7hoHJO,1.0,1 TON Ref#GEYDCMZTGI======,51000390000001
2024-11-18 06:18:07,EQBFXPKJkH69piJoET_9qMYUDgllvrH5lfKzgXl680rBLA9I,1.0,1 TON Ref#GEYDCMZTGA======,51000359000003
2024-11-18 06:16:24,EQDpBqA-nYlC84PsuH7OQDe9-xFCuRqREwvuMu9-6eI79_Ba,1.0,1 TON Ref#GEYDCMZSG4======,51000317000001
2024-11-18 06:15:43,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZSGY======,51000300000001
2024-11-18 06:13:52,EQD0MgmNJrVDhu0JnzN7Yd4ZR6FL0maY6GveDJMMJNP1JMDz,1.0,1 TON Ref#GEYDCMZSGM======,51000256000001
2024-11-18 06:13:12,EQDvKPwDLTycQx4HU3jtWe0qQIxjAqRw7FPuLgDtWvSvC74b,1.0,1 TON Ref#GEYDCMZSGE======,51000239000001
2024-11-18 06:12:22,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GEYDCMZSGA======,51000215000003
2024-11-18 06:11:53,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZRHE======,51000206000001
2024-11-18 06:10:06,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GEYDCMZRGY======,51000162000003
2024-11-18 06:09:55,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZRGU======,51000161000001
2024-11-18 06:07:09,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZRGQ======,51000091000001
2024-11-18 06:06:49,EQB4buVsvHF5WNFxCw3OiFvO2bZNGSSdodNg2lMMqJmnyyZd,1.0,1 TON Ref#GEYDCMZRGM======,51000080000003
2024-11-18 06:04:22,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZQHA======,51000023000002
2024-11-18 06:04:22,EQDqs_esN9A8_1t1QvA44I2C9K7WYP9pZWgB4YLAyW0OtVUW,1.0,1 TON Ref#GEYDCMZRGA======,51000023000001
2024-11-18 06:04:02,EQCS8_XLpq_yvxMIoLV2rGj6sd7O15hitG-Z15puV23Uj8mT,1.0,1 TON Ref#GEYDCMZQHE======,51000016000001
2024-11-18 06:01:49,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZQGY======,50999963000001
2024-11-18 06:00:20,EQBFXPKJkH69piJoET_9qMYUDgllvrH5lfKzgXl680rBLA9I,1.0,1 TON Ref#GEYDCMZQGU======,50999922000003
2024-11-18 05:59:57,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMZQGQ======,50999915000002
2024-11-18 05:59:57,EQD3U1p-0yo1rue3-1kjnaGPuu9eZoln7cqrw_Zv6qCtTkYY,1.0,1 TON Ref#GEYDCMZQGM======,50999915000001
2024-11-18 05:58:43,EQDvKPwDLTycQx4HU3jtWe0qQIxjAqRw7FPuLgDtWvSvC74b,1.0,1 TON Ref#GEYDCMZQGE======,50999886000001
2024-11-18 05:56:17,EQBQbYBaiI_1ljDvo9BYbW6RsqDVU6SydxlUMUwbqbF8O4O9,1.0,1 TON Ref#GEYDCMRZHE======,50999826000003
2024-11-18 05:55:26,EQALoCwBVMyW6IFZDf5SCILztGSbSm1zydtPHgIS3fORYA9v,1.0,1 TON Ref#GEYDCMRZHA======,50999810000001
2024-11-18 05:54:44,EQAwUfVjSFHrlpQ1ApUM68nGOELWoDMZ5bANjFax1ounuCaf,1.0,1 TON Ref#GEYDCMRZG4======,50999793000001
2024-11-18 05:54:20,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMRZGU======,50999785000001
2024-11-18 05:54:09,EQALoCwBVMyW6IFZDf5SCILztGSbSm1zydtPHgIS3fORYA9v,1.0,1 TON Ref#GEYDCMRZGY======,50999781000001
2024-11-18 05:53:27,EQAYTmTMz8wq5fNcU04EqKqb3NHLsV53VWK1T9fVjXtF8yaU,5.0,5 TON Ref#GEYDCMRZGQ======,50999764000001
2024-11-18 05:52:41,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMRZGM======,50999745000001
2024-11-18 05:51:48,EQALoCwBVMyW6IFZDf5SCILztGSbSm1zydtPHgIS3fORYA9v,1.0,1 TON Ref#GEYDCMRZGI======,50999722000001
2024-11-18 05:51:10,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMRZGE======,50999708000001
2024-11-18 05:50:41,EQAwUfVjSFHrlpQ1ApUM68nGOELWoDMZ5bANjFax1ounuCaf,1.0,1 TON Ref#GEYDCMRZGA======,50999696000001
2024-11-18 05:50:09,EQBP8n0ORluSwn7LLVZD8MAc-T6bQ4zwpvlxWNpDit62AREz,1.0,1 TON Ref#GEYDCMRYHA======,50999681000003
2024-11-18 05:49:29,EQALoCwBVMyW6IFZDf5SCILztGSbSm1zydtPHgIS3fORYA9v,1.0,1 TON Ref#GEYDCMRYG4======,50999671000001
2024-11-18 05:49:08,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.0,1 TON Ref#GEYDCMRYGQ======,50999662000001
2024-11-18 05:48:29,EQDNy90lW7b-XLfS4qNHF4gGwlx3FJhKmXFvSIGMhqk5XV_Y,3.84,3.84 TON Ref#GEYDCMRYGM======,50999646000001
